YR,SEX,AGE,POP,Agegroup
2016,1,,1849352,05-09
2016,1,,1658079,10-14
2016,1,,1725998,15-19
2016,1,,1933772,20-24
2016,1,,2026894,25-29
2016,1,,1966231,30-34
2016,1,,1860942,35-39
2016,1,,1845297,40-44
2016,1,,2023833,45-49
2016,1,,2019914,50-54
2016,1,,1769456,55-59
2016,1,,1526604,60-64
2016,1,,1567144,65-69
2016,1,,1212195,70-74
2016,1,,881782,75-79
2016,1,,621345,80-84
2016,1,,499792,85+
2016,2,,342251,<1
2016,2,,1413728,01-04
2016,2,,1761717,05-09
2016,2,,1579294,10-14
2016,2,,1635896,15-19
2016,2,,1837268,20-24
2016,2,,1985584,25-29
2016,2,,1966190,30-34
2016,2,,1871281,35-39
2016,2,,1870975,40-44
2016,2,,2072516,45-49
2016,2,,2074534,50-54
2016,2,,1810648,55-59
2016,2,,1589157,60-64
2016,2,,1662356,65-69
2016,2,,1324285,70-74
2016,2,,1030404,75-79
2016,2,,809240,80-84
2016,2,,908935,85+
