date_period,measure,cdid,value,unit,source_dataset
1810.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",506.0,393,PublicFinances1800-2023
1810.0,Nominal GDP (£m)3,Nominal GDP (£m)3,517.0,355,PublicFinances1800-2023
1810.0,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023
1810.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1810.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1810.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1810.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1810.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1810.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1810.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",11.0,21,PublicFinances1800-2023
1810.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,692.0,508,PublicFinances1800-2023
1810.0,Social Security7,,,-,PublicFinances1800-2023
1810.0,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023
1810.0,Total Central Government spending1,ANLP + ANNS + NSRN,82.0,50,PublicFinances1800-2023
1810.0,Unit,Source dataset ID,1810.0,1800,PublicFinances1800-2023
1810.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1810.0,Years,Years,,1800-01,PublicFinances1800-2023
1810.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1810.0,o/w pensioners,,,-,PublicFinances1800-2023
1811.0,Business rates,CUKY,,-,PublicFinances1800-2023
1811.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1811.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1811.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1811.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1811.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,41.0,18,PublicFinances1800-2023
1811.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1811.0,Debt Interest9,NMFX,24.0,14,PublicFinances1800-2023
1811.0,Defence5,,49.0,32,PublicFinances1800-2023
1811.0,Education8,,,-,PublicFinances1800-2023
1811.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1811.0,Gas Levy3,,,-,PublicFinances1800-2023
1811.0,Health6,,,-,PublicFinances1800-2023
1811.0,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023
1811.0,"Index, base year = 100",MM23,14.0,13.5,PublicFinances1800-2023
1811.0,Land and Assessed Taxes,,7.0,5,PublicFinances1800-2023
1811.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1811.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1811.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1811.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",507.0,393,PublicFinances1800-2023
1811.0,Nominal GDP (£m)3,Nominal GDP (£m)3,503.0,355,PublicFinances1800-2023
1811.0,Other Central Government Receipts6,Residual,3.0,3,PublicFinances1800-2023
1811.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1811.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1811.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1811.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1811.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1811.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1811.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",18.0,21,PublicFinances1800-2023
1811.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,711.0,508,PublicFinances1800-2023
1811.0,Social Security7,,,-,PublicFinances1800-2023
1811.0,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023
1811.0,Total Central Government spending1,ANLP + ANNS + NSRN,83.0,50,PublicFinances1800-2023
1811.0,Unit,Source dataset ID,1811.0,1800,PublicFinances1800-2023
1811.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1811.0,Years,Years,,1800-01,PublicFinances1800-2023
1811.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1811.0,o/w pensioners,,,-,PublicFinances1800-2023
1812.0,Business rates,CUKY,,-,PublicFinances1800-2023
1812.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1812.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1812.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1812.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1812.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,40.0,18,PublicFinances1800-2023
1812.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1812.0,Debt Interest9,NMFX,25.0,14,PublicFinances1800-2023
1812.0,Defence5,,54.0,32,PublicFinances1800-2023
1812.0,Education8,,,-,PublicFinances1800-2023
1812.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1812.0,Gas Levy3,,,-,PublicFinances1800-2023
1812.0,Health6,,,-,PublicFinances1800-2023
1812.0,Income tax1,LIBR-MS62,13.0,5,PublicFinances1800-2023
1812.0,"Index, base year = 100",MM23,15.9,13.5,PublicFinances1800-2023
1812.0,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023
1812.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1812.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1812.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1812.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",537.0,393,PublicFinances1800-2023
1812.0,Nominal GDP (£m)3,Nominal GDP (£m)3,518.0,355,PublicFinances1800-2023
1812.0,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023
1812.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1812.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1812.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1812.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1812.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1812.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1812.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",27.0,21,PublicFinances1800-2023
1812.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,755.0,508,PublicFinances1800-2023
1812.0,Social Security7,,,-,PublicFinances1800-2023
1812.0,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023
1812.0,Total Central Government spending1,ANLP + ANNS + NSRN,89.0,50,PublicFinances1800-2023
1812.0,Unit,Source dataset ID,1812.0,1800,PublicFinances1800-2023
1812.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1812.0,Years,Years,,1800-01,PublicFinances1800-2023
1812.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1812.0,o/w pensioners,,,-,PublicFinances1800-2023
1813.0,Business rates,CUKY,,-,PublicFinances1800-2023
1813.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1813.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1813.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1813.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1813.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,42.0,18,PublicFinances1800-2023
1813.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1813.0,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023
1813.0,Defence5,,61.0,32,PublicFinances1800-2023
1813.0,Education8,,,-,PublicFinances1800-2023
1813.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1813.0,Gas Levy3,,,-,PublicFinances1800-2023
1813.0,Health6,,,-,PublicFinances1800-2023
1813.0,Income tax1,LIBR-MS62,14.0,5,PublicFinances1800-2023
1813.0,"Index, base year = 100",MM23,16.3,13.5,PublicFinances1800-2023
1813.0,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023
1813.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1813.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1813.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1813.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",529.0,393,PublicFinances1800-2023
1813.0,Nominal GDP (£m)3,Nominal GDP (£m)3,541.0,355,PublicFinances1800-2023
1813.0,Other Central Government Receipts6,Residual,5.0,3,PublicFinances1800-2023
1813.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1813.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1813.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1813.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1813.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1813.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1813.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",36.0,21,PublicFinances1800-2023
1813.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,823.0,508,PublicFinances1800-2023
1813.0,Social Security7,,,-,PublicFinances1800-2023
1813.0,Stamp duties,GTBC,6.0,3,PublicFinances1800-2023
1813.0,Total Central Government spending1,ANLP + ANNS + NSRN,99.0,50,PublicFinances1800-2023
1813.0,Unit,Source dataset ID,1813.0,1800,PublicFinances1800-2023
1813.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1813.0,Years,Years,,1800-01,PublicFinances1800-2023
1813.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1813.0,o/w pensioners,,,-,PublicFinances1800-2023
1814.0,Business rates,CUKY,,-,PublicFinances1800-2023
1814.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1814.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1814.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1814.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1814.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,44.0,18,PublicFinances1800-2023
1814.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1814.0,Debt Interest9,NMFX,28.0,14,PublicFinances1800-2023
1814.0,Defence5,,72.0,32,PublicFinances1800-2023
1814.0,Education8,,,-,PublicFinances1800-2023
1814.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1814.0,Gas Levy3,,,-,PublicFinances1800-2023
1814.0,Health6,,,-,PublicFinances1800-2023
1814.0,Income tax1,LIBR-MS62,15.0,5,PublicFinances1800-2023
1814.0,"Index, base year = 100",MM23,14.2,13.5,PublicFinances1800-2023
1814.0,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023
1814.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1814.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1814.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1814.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",536.0,393,PublicFinances1800-2023
1814.0,Nominal GDP (£m)3,Nominal GDP (£m)3,528.0,355,PublicFinances1800-2023
1814.0,Other Central Government Receipts6,Residual,5.0,3,PublicFinances1800-2023
1814.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1814.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1814.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1814.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1814.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1814.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1814.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",31.0,21,PublicFinances1800-2023
1814.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,855.0,508,PublicFinances1800-2023
1814.0,Social Security7,,,-,PublicFinances1800-2023
1814.0,Stamp duties,GTBC,7.0,3,PublicFinances1800-2023
1814.0,Total Central Government spending1,ANLP + ANNS + NSRN,112.0,50,PublicFinances1800-2023
1814.0,Unit,Source dataset ID,1814.0,1800,PublicFinances1800-2023
1814.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1814.0,Years,Years,,1800-01,PublicFinances1800-2023
1814.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1814.0,o/w pensioners,,,-,PublicFinances1800-2023
1815.0,Business rates,CUKY,,-,PublicFinances1800-2023
1815.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1815.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1815.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1815.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1815.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,43.0,18,PublicFinances1800-2023
1815.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1815.0,Debt Interest9,NMFX,31.0,14,PublicFinances1800-2023
1815.0,Defence5,,68.0,32,PublicFinances1800-2023
1815.0,Education8,,,-,PublicFinances1800-2023
1815.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1815.0,Gas Levy3,,,-,PublicFinances1800-2023
1815.0,Health6,,,-,PublicFinances1800-2023
1815.0,Income tax1,LIBR-MS62,14.0,5,PublicFinances1800-2023
1815.0,"Index, base year = 100",MM23,12.7,13.5,PublicFinances1800-2023
1815.0,Land and Assessed Taxes,,9.0,5,PublicFinances1800-2023
1815.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1815.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1815.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1815.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",497.0,393,PublicFinances1800-2023
1815.0,Nominal GDP (£m)3,Nominal GDP (£m)3,525.0,355,PublicFinances1800-2023
1815.0,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023
1815.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1815.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1815.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1815.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1815.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1815.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1815.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",16.0,21,PublicFinances1800-2023
1815.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,888.0,508,PublicFinances1800-2023
1815.0,Social Security7,,,-,PublicFinances1800-2023
1815.0,Stamp duties,GTBC,7.0,3,PublicFinances1800-2023
1815.0,Total Central Government spending1,ANLP + ANNS + NSRN,110.0,50,PublicFinances1800-2023
1815.0,Unit,Source dataset ID,1815.0,1800,PublicFinances1800-2023
1815.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1815.0,Years,Years,,1800-01,PublicFinances1800-2023
1815.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1815.0,o/w pensioners,,,-,PublicFinances1800-2023
1816.0,Business rates,CUKY,,-,PublicFinances1800-2023
1816.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1816.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1816.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1816.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1816.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,38.0,18,PublicFinances1800-2023
1816.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1816.0,Debt Interest9,NMFX,32.0,14,PublicFinances1800-2023
1816.0,Defence5,,49.0,32,PublicFinances1800-2023
1816.0,Education8,,,-,PublicFinances1800-2023
1816.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1816.0,Gas Levy3,,,-,PublicFinances1800-2023
1816.0,Health6,,,-,PublicFinances1800-2023
1816.0,Income tax1,LIBR-MS62,9.0,5,PublicFinances1800-2023
1816.0,"Index, base year = 100",MM23,11.6,13.5,PublicFinances1800-2023
1816.0,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023
1816.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1816.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1816.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1816.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",496.0,393,PublicFinances1800-2023
1816.0,Nominal GDP (£m)3,Nominal GDP (£m)3,487.0,355,PublicFinances1800-2023
1816.0,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023
1816.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1816.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1816.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1816.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1816.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1816.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1816.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",2.0,21,PublicFinances1800-2023
1816.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,884.0,508,PublicFinances1800-2023
1816.0,Social Security7,,,-,PublicFinances1800-2023
1816.0,Stamp duties,GTBC,7.0,3,PublicFinances1800-2023
1816.0,Total Central Government spending1,ANLP + ANNS + NSRN,92.0,50,PublicFinances1800-2023
1816.0,Unit,Source dataset ID,1816.0,1800,PublicFinances1800-2023
1816.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1816.0,Years,Years,,1800-01,PublicFinances1800-2023
1816.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1816.0,o/w pensioners,,,-,PublicFinances1800-2023
1817.0,Business rates,CUKY,,-,PublicFinances1800-2023
1817.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1817.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023
1817.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1817.0,Current spending3,JW2Q,,-,PublicFinances1800-2023
1817.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,37.0,18,PublicFinances1800-2023
1817.0,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023
1817.0,Debt Interest9,NMFX,33.0,14,PublicFinances1800-2023
1817.0,Defence5,,26.0,32,PublicFinances1800-2023
1817.0,Education8,,,-,PublicFinances1800-2023
1817.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1817.0,Gas Levy3,,,-,PublicFinances1800-2023
1817.0,Health6,,,-,PublicFinances1800-2023
1817.0,Income tax1,LIBR-MS62,2.0,5,PublicFinances1800-2023
1817.0,"Index, base year = 100",MM23,13.2,13.5,PublicFinances1800-2023
1817.0,Land and Assessed Taxes,,8.0,5,PublicFinances1800-2023
1817.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1817.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1817.0,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
1817.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",514.0,393,PublicFinances1800-2023
1817.0,Nominal GDP (£m)3,Nominal GDP (£m)3,505.0,355,PublicFinances1800-2023
1817.0,Other Central Government Receipts6,Residual,4.0,3,PublicFinances1800-2023
1817.0,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
1817.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1817.0,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
1817.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1817.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1817.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1817.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",0.0,21,PublicFinances1800-2023
1817.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,879.0,508,PublicFinances1800-2023
1817.0,Social Security7,,,-,PublicFinances1800-2023
1817.0,Stamp duties,GTBC,7.0,3,PublicFinances1800-2023
1817.0,Total Central Government spending1,ANLP + ANNS + NSRN,68.0,50,PublicFinances1800-2023
1817.0,Unit,Source dataset ID,1817.0,1800,PublicFinances1800-2023
1817.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
