date_period,measure,cdid,value,unit,source_dataset
1943.0,Other Public Sector Spending10 ,,743.0,-,PublicFinances1800-2023
1943.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1943.0,Other public sector taxes and receipts8,Residual,567.0,-,PublicFinances1800-2023
1943.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1943.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1943.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1943.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",2402.0,21,PublicFinances1800-2023
1943.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,19743.0,508,PublicFinances1800-2023
1943.0,Social Security7,,,-,PublicFinances1800-2023
1943.0,Stamp duties,GTBC,18.0,3,PublicFinances1800-2023
1943.0,Total Central Government spending1,ANLP + ANNS + NSRN,5899.0,50,PublicFinances1800-2023
1943.0,Unit,Source dataset ID,1943.0,1800,PublicFinances1800-2023
1943.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1943.0,Years,Years,,1800-01,PublicFinances1800-2023
1943.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1943.0,o/w pensioners,,,-,PublicFinances1800-2023
1944.0,Business rates,CUKY,,-,PublicFinances1800-2023
1944.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1944.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,510.0,-,PublicFinances1800-2023
1944.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1944.0,Current spending3,JW2Q,6174.0,-,PublicFinances1800-2023
1944.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1076.0,18,PublicFinances1800-2023
1944.0,Death duties/Inheritance tax,ACCH,111.0,-,PublicFinances1800-2023
1944.0,Debt Interest9,NMFX,435.0,14,PublicFinances1800-2023
1944.0,Defence5,,4958.0,32,PublicFinances1800-2023
1944.0,Education8,,,-,PublicFinances1800-2023
1944.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1944.0,Gas Levy3,,,-,PublicFinances1800-2023
1944.0,Health6,,,-,PublicFinances1800-2023
1944.0,Income tax1,LIBR-MS62,1390.0,5,PublicFinances1800-2023
1944.0,"Index, base year = 100",MM23,25.5,13.5,PublicFinances1800-2023
1944.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1944.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1944.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1944.0,National Insurance Contributions1,AIIH,140.0,-,PublicFinances1800-2023
1944.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",9763.0,393,PublicFinances1800-2023
1944.0,Nominal GDP (£m)3,Nominal GDP (£m)3,9897.0,355,PublicFinances1800-2023
1944.0,Other Central Government Receipts6,Residual,110.0,3,PublicFinances1800-2023
1944.0,Other Public Sector Spending10 ,,781.0,-,PublicFinances1800-2023
1944.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1944.0,Other public sector taxes and receipts8,Residual,499.0,-,PublicFinances1800-2023
1944.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1944.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1944.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1944.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",2216.0,21,PublicFinances1800-2023
1944.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,22541.0,508,PublicFinances1800-2023
1944.0,Social Security7,,,-,PublicFinances1800-2023
1944.0,Stamp duties,GTBC,17.0,3,PublicFinances1800-2023
1944.0,Total Central Government spending1,ANLP + ANNS + NSRN,6174.0,50,PublicFinances1800-2023
1944.0,Unit,Source dataset ID,1944.0,1800,PublicFinances1800-2023
1944.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1944.0,Years,Years,,1800-01,PublicFinances1800-2023
1944.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1944.0,o/w pensioners,,,-,PublicFinances1800-2023
1945.0,Business rates,CUKY,,-,PublicFinances1800-2023
1945.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1945.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,466.0,-,PublicFinances1800-2023
1945.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023
1945.0,Current spending3,JW2Q,5592.0,-,PublicFinances1800-2023
1945.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1111.0,18,PublicFinances1800-2023
1945.0,Death duties/Inheritance tax,ACCH,120.0,-,PublicFinances1800-2023
1945.0,Debt Interest9,NMFX,475.0,14,PublicFinances1800-2023
1945.0,Defence5,,3950.0,32,PublicFinances1800-2023
1945.0,Education8,,,-,PublicFinances1800-2023
1945.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1945.0,Gas Levy3,,,-,PublicFinances1800-2023
1945.0,Health6,,,-,PublicFinances1800-2023
1945.0,Income tax1,LIBR-MS62,1430.0,5,PublicFinances1800-2023
1945.0,"Index, base year = 100",MM23,26.2,13.5,PublicFinances1800-2023
1945.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1945.0,License fee receipts,DH7A,,-,PublicFinances1800-2023
1945.0,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
1945.0,National Insurance Contributions1,AIIH,145.0,-,PublicFinances1800-2023
1945.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",9741.0,393,PublicFinances1800-2023
1945.0,Nominal GDP (£m)3,Nominal GDP (£m)3,9712.0,355,PublicFinances1800-2023
1945.0,Other Central Government Receipts6,Residual,103.0,3,PublicFinances1800-2023
1945.0,Other Public Sector Spending10 ,,1167.0,-,PublicFinances1800-2023
1945.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1945.0,Other public sector taxes and receipts8,Residual,433.0,-,PublicFinances1800-2023
1945.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1945.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1945.0,Public sector gross investment4,JW2Z + JW2S,,-,PublicFinances1800-2023
1945.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",1475.0,21,PublicFinances1800-2023
1945.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,23774.0,508,PublicFinances1800-2023
1945.0,Social Security7,,,-,PublicFinances1800-2023
1945.0,Stamp duties,GTBC,25.0,3,PublicFinances1800-2023
1945.0,Total Central Government spending1,ANLP + ANNS + NSRN,5592.0,50,PublicFinances1800-2023
1945.0,Unit,Source dataset ID,1945.0,1800,PublicFinances1800-2023
1945.0,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023
1945.0,Years,Years,,1800-01,PublicFinances1800-2023
1945.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1945.0,o/w pensioners,,,-,PublicFinances1800-2023
1946.0,Business rates,CUKY,,-,PublicFinances1800-2023
1946.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1946.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,358.0,-,PublicFinances1800-2023
1946.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,120.0,-,PublicFinances1800-2023
1946.0,Current spending3,JW2Q,4011.0,-,PublicFinances1800-2023
1946.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,643.0,18,PublicFinances1800-2023
1946.0,Death duties/Inheritance tax,ACCH,148.0,-,PublicFinances1800-2023
1946.0,Debt Interest9,NMFX,504.0,14,PublicFinances1800-2023
1946.0,Defence5,,1744.0,32,PublicFinances1800-2023
1946.0,Education8,,,-,PublicFinances1800-2023
1946.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1946.0,Gas Levy3,,,-,PublicFinances1800-2023
1946.0,Health6,,,-,PublicFinances1800-2023
1946.0,Income tax1,LIBR-MS62,1211.0,5,PublicFinances1800-2023
1946.0,"Index, base year = 100",MM23,27.0,13.5,PublicFinances1800-2023
1946.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1946.0,License fee receipts,DH7A,11.0,-,PublicFinances1800-2023
1946.0,National Accounts Taxes,GCSU,3547.0,-,PublicFinances1800-2023
1946.0,National Insurance Contributions1,AIIH,186.0,-,PublicFinances1800-2023
1946.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",10347.0,393,PublicFinances1800-2023
1946.0,Nominal GDP (£m)3,Nominal GDP (£m)3,9953.0,355,PublicFinances1800-2023
1946.0,Other Central Government Receipts6,Residual,309.0,3,PublicFinances1800-2023
1946.0,Other Public Sector Spending10 ,,2119.0,-,PublicFinances1800-2023
1946.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1946.0,Other public sector taxes and receipts8,Residual,172.0,-,PublicFinances1800-2023
1946.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1946.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1946.0,Public sector gross investment4,JW2Z + JW2S,356.0,-,PublicFinances1800-2023
1946.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",629.0,21,PublicFinances1800-2023
1946.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25771.0,508,PublicFinances1800-2023
1946.0,Social Security7,,,-,PublicFinances1800-2023
1946.0,Stamp duties,GTBC,39.0,3,PublicFinances1800-2023
1946.0,Total Central Government spending1,ANLP + ANNS + NSRN,3890.0,50,PublicFinances1800-2023
1946.0,Unit,Source dataset ID,1946.0,1800,PublicFinances1800-2023
1946.0,VAT (Purchase tax prior to 1973)4,NZGF,464.0,-,PublicFinances1800-2023
1946.0,Years,Years,,1800-01,PublicFinances1800-2023
1946.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1946.0,o/w pensioners,,,-,PublicFinances1800-2023
1947.0,Business rates,CUKY,,-,PublicFinances1800-2023
1947.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1947.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,289.0,-,PublicFinances1800-2023
1947.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,128.0,-,PublicFinances1800-2023
1947.0,Current spending3,JW2Q,3602.0,-,PublicFinances1800-2023
1947.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,753.0,18,PublicFinances1800-2023
1947.0,Death duties/Inheritance tax,ACCH,172.0,-,PublicFinances1800-2023
1947.0,Debt Interest9,NMFX,527.0,14,PublicFinances1800-2023
1947.0,Defence5,,860.0,32,PublicFinances1800-2023
1947.0,Education8,,,-,PublicFinances1800-2023
1947.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1947.0,Gas Levy3,,,-,PublicFinances1800-2023
1947.0,Health6,,,-,PublicFinances1800-2023
1947.0,Income tax1,LIBR-MS62,1139.0,5,PublicFinances1800-2023
1947.0,"Index, base year = 100",MM23,28.9,13.5,PublicFinances1800-2023
1947.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1947.0,License fee receipts,DH7A,11.0,-,PublicFinances1800-2023
1947.0,National Accounts Taxes,GCSU,3717.0,-,PublicFinances1800-2023
1947.0,National Insurance Contributions1,AIIH,257.0,-,PublicFinances1800-2023
1947.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",11322.0,393,PublicFinances1800-2023
1947.0,Nominal GDP (£m)3,Nominal GDP (£m)3,10803.0,355,PublicFinances1800-2023
1947.0,Other Central Government Receipts6,Residual,347.0,3,PublicFinances1800-2023
1947.0,Other Public Sector Spending10 ,,2747.0,-,PublicFinances1800-2023
1947.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1947.0,Other public sector taxes and receipts8,Residual,257.0,-,PublicFinances1800-2023
1947.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1947.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1947.0,Public sector gross investment4,JW2Z + JW2S,533.0,-,PublicFinances1800-2023
1947.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",79.0,21,PublicFinances1800-2023
1947.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25773.0,508,PublicFinances1800-2023
1947.0,Social Security7,,,-,PublicFinances1800-2023
1947.0,Stamp duties,GTBC,52.0,3,PublicFinances1800-2023
1947.0,Total Central Government spending1,ANLP + ANNS + NSRN,3447.0,50,PublicFinances1800-2023
1947.0,Unit,Source dataset ID,1947.0,1800,PublicFinances1800-2023
1947.0,VAT (Purchase tax prior to 1973)4,NZGF,555.0,-,PublicFinances1800-2023
1947.0,Years,Years,,1800-01,PublicFinances1800-2023
1947.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1947.0,o/w pensioners,,,-,PublicFinances1800-2023
1948.0,Business rates,CUKY,,-,PublicFinances1800-2023
1948.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1948.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,279.0,-,PublicFinances1800-2023
1948.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,151.0,-,PublicFinances1800-2023
1948.0,Current spending3,JW2Q,3781.0,-,PublicFinances1800-2023
1948.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,895.0,18,PublicFinances1800-2023
1948.0,Death duties/Inheritance tax,ACCH,177.0,-,PublicFinances1800-2023
1948.0,Debt Interest9,NMFX,520.0,14,PublicFinances1800-2023
1948.0,Defence5,,809.0,32,PublicFinances1800-2023
1948.0,Education8,,314.0,-,PublicFinances1800-2023
1948.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1948.0,Gas Levy3,,,-,PublicFinances1800-2023
1948.0,Health6,,253.0,-,PublicFinances1800-2023
1948.0,Income tax1,LIBR-MS62,1347.0,5,PublicFinances1800-2023
1948.0,"Index, base year = 100",MM23,31.1,13.5,PublicFinances1800-2023
1948.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1948.0,License fee receipts,DH7A,12.0,-,PublicFinances1800-2023
1948.0,National Accounts Taxes,GCSU,4251.0,-,PublicFinances1800-2023
1948.0,National Insurance Contributions1,AIIH,361.0,-,PublicFinances1800-2023
1948.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",12153.0,393,PublicFinances1800-2023
1948.0,Nominal GDP (£m)3,Nominal GDP (£m)3,11425.0,355,PublicFinances1800-2023
1948.0,Other Central Government Receipts6,Residual,478.0,3,PublicFinances1800-2023
1948.0,Other Public Sector Spending10 ,,2617.0,-,PublicFinances1800-2023
1948.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1948.0,Other public sector taxes and receipts8,Residual,562.0,-,PublicFinances1800-2023
1948.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1948.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1948.0,Public sector gross investment4,JW2Z + JW2S,733.0,-,PublicFinances1800-2023
1948.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-496.0,21,PublicFinances1800-2023
1948.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25332.0,508,PublicFinances1800-2023
1948.0,Social Security7,,,-,PublicFinances1800-2023
1948.0,Stamp duties,GTBC,58.0,3,PublicFinances1800-2023
1948.0,Total Central Government spending1,ANLP + ANNS + NSRN,3595.0,50,PublicFinances1800-2023
1948.0,Unit,Source dataset ID,1948.0,1800,PublicFinances1800-2023
1948.0,VAT (Purchase tax prior to 1973)4,NZGF,598.0,-,PublicFinances1800-2023
1948.0,Years,Years,,1800-01,PublicFinances1800-2023
1948.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1948.0,o/w pensioners,,,-,PublicFinances1800-2023
1949.0,Business rates,CUKY,,-,PublicFinances1800-2023
1949.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1949.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,297.0,-,PublicFinances1800-2023
1949.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,123.0,-,PublicFinances1800-2023
1949.0,Current spending3,JW2Q,3972.0,-,PublicFinances1800-2023
1949.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,871.0,18,PublicFinances1800-2023
1949.0,Death duties/Inheritance tax,ACCH,190.0,-,PublicFinances1800-2023
1949.0,Debt Interest9,NMFX,519.0,14,PublicFinances1800-2023
1949.0,Defence5,,838.0,32,PublicFinances1800-2023
1949.0,Education8,,332.0,-,PublicFinances1800-2023
1949.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1949.0,Gas Levy3,,,-,PublicFinances1800-2023
1949.0,Health6,,419.0,-,PublicFinances1800-2023
1949.0,Income tax1,LIBR-MS62,1510.0,5,PublicFinances1800-2023
1949.0,"Index, base year = 100",MM23,32.0,13.5,PublicFinances1800-2023
1949.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1949.0,License fee receipts,DH7A,13.0,-,PublicFinances1800-2023
1949.0,National Accounts Taxes,GCSU,4494.0,-,PublicFinances1800-2023
1949.0,National Insurance Contributions1,AIIH,437.0,-,PublicFinances1800-2023
1949.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",12776.0,393,PublicFinances1800-2023
1949.0,Nominal GDP (£m)3,Nominal GDP (£m)3,12169.0,355,PublicFinances1800-2023
1949.0,Other Central Government Receipts6,Residual,535.0,3,PublicFinances1800-2023
1949.0,Other Public Sector Spending10 ,,2687.0,-,PublicFinances1800-2023
1949.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1949.0,Other public sector taxes and receipts8,Residual,653.0,-,PublicFinances1800-2023
1949.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1949.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1949.0,Public sector gross investment4,JW2Z + JW2S,822.0,-,PublicFinances1800-2023
1949.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-587.0,21,PublicFinances1800-2023
1949.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25900.0,508,PublicFinances1800-2023
1949.0,Social Security7,,,-,PublicFinances1800-2023
1949.0,Stamp duties,GTBC,53.0,3,PublicFinances1800-2023
1949.0,Total Central Government spending1,ANLP + ANNS + NSRN,3780.0,50,PublicFinances1800-2023
1949.0,Unit,Source dataset ID,1949.0,1800,PublicFinances1800-2023
1949.0,VAT (Purchase tax prior to 1973)4,NZGF,600.0,-,PublicFinances1800-2023
1949.0,Years,Years,,1800-01,PublicFinances1800-2023
1949.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1949.0,o/w pensioners,,,-,PublicFinances1800-2023
1950.0,Business rates,CUKY,,-,PublicFinances1800-2023
1950.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1950.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,268.0,-,PublicFinances1800-2023
1950.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,137.0,-,PublicFinances1800-2023
1950.0,Current spending3,JW2Q,4194.0,-,PublicFinances1800-2023
1950.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,941.0,18,PublicFinances1800-2023
1950.0,Death duties/Inheritance tax,ACCH,185.0,-,PublicFinances1800-2023
1950.0,Debt Interest9,NMFX,520.0,14,PublicFinances1800-2023
1950.0,Defence5,,917.0,32,PublicFinances1800-2023
1950.0,Education8,,342.0,-,PublicFinances1800-2023
1950.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1950.0,Gas Levy3,,,-,PublicFinances1800-2023
1950.0,Health6,,457.0,-,PublicFinances1800-2023
1950.0,Income tax1,LIBR-MS62,1570.0,5,PublicFinances1800-2023
1950.0,"Index, base year = 100",MM23,33.0,13.5,PublicFinances1800-2023
1950.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1950.0,License fee receipts,DH7A,13.0,-,PublicFinances1800-2023
1950.0,National Accounts Taxes,GCSU,4596.0,-,PublicFinances1800-2023
1950.0,National Insurance Contributions1,AIIH,443.0,-,PublicFinances1800-2023
1950.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",14111.0,393,PublicFinances1800-2023
1950.0,Nominal GDP (£m)3,Nominal GDP (£m)3,12740.0,355,PublicFinances1800-2023
1950.0,Other Central Government Receipts6,Residual,541.0,3,PublicFinances1800-2023
1950.0,Other Public Sector Spending10 ,,2868.0,-,PublicFinances1800-2023
1950.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1950.0,Other public sector taxes and receipts8,Residual,712.0,-,PublicFinances1800-2023
1950.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1950.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1950.0,Public sector gross investment4,JW2Z + JW2S,912.0,-,PublicFinances1800-2023
1950.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-466.0,21,PublicFinances1800-2023
1950.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25922.0,508,PublicFinances1800-2023
1950.0,Social Security7,,,-,PublicFinances1800-2023
1950.0,Stamp duties,GTBC,55.0,3,PublicFinances1800-2023
1950.0,Total Central Government spending1,ANLP + ANNS + NSRN,3946.0,50,PublicFinances1800-2023
1950.0,Unit,Source dataset ID,1950.0,1800,PublicFinances1800-2023
1950.0,VAT (Purchase tax prior to 1973)4,NZGF,606.0,-,PublicFinances1800-2023
1950.0,Years,Years,,1800-01,PublicFinances1800-2023
1950.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1950.0,o/w pensioners,,,-,PublicFinances1800-2023
1951.0,Business rates,CUKY,,-,PublicFinances1800-2023
1951.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1951.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,315.0,-,PublicFinances1800-2023
1951.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,149.0,-,PublicFinances1800-2023
1951.0,Current spending3,JW2Q,4850.0,-,PublicFinances1800-2023
1951.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1031.0,18,PublicFinances1800-2023
1951.0,Death duties/Inheritance tax,ACCH,183.0,-,PublicFinances1800-2023
1951.0,Debt Interest9,NMFX,564.0,14,PublicFinances1800-2023
1951.0,Defence5,,1222.0,32,PublicFinances1800-2023
1951.0,Education8,,389.0,-,PublicFinances1800-2023
1951.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1951.0,Gas Levy3,,,-,PublicFinances1800-2023
1951.0,Health6,,471.0,-,PublicFinances1800-2023
1951.0,Income tax1,LIBR-MS62,1733.0,5,PublicFinances1800-2023
1951.0,"Index, base year = 100",MM23,36.0,13.5,PublicFinances1800-2023
1951.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1951.0,License fee receipts,DH7A,14.0,-,PublicFinances1800-2023
1951.0,National Accounts Taxes,GCSU,4975.0,-,PublicFinances1800-2023
1951.0,National Insurance Contributions1,AIIH,458.0,-,PublicFinances1800-2023
1951.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",15446.0,393,PublicFinances1800-2023
1951.0,Nominal GDP (£m)3,Nominal GDP (£m)3,14303.0,355,PublicFinances1800-2023
1951.0,Other Central Government Receipts6,Residual,578.0,3,PublicFinances1800-2023
1951.0,Other Public Sector Spending10 ,,3299.0,-,PublicFinances1800-2023
1951.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1951.0,Other public sector taxes and receipts8,Residual,757.0,-,PublicFinances1800-2023
1951.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1951.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1951.0,Public sector gross investment4,JW2Z + JW2S,1094.0,-,PublicFinances1800-2023
1951.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-69.0,21,PublicFinances1800-2023
1951.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,25891.0,508,PublicFinances1800-2023
1951.0,Social Security7,,,-,PublicFinances1800-2023
1951.0,Stamp duties,GTBC,61.0,3,PublicFinances1800-2023
1951.0,Total Central Government spending1,ANLP + ANNS + NSRN,4687.0,50,PublicFinances1800-2023
1951.0,Unit,Source dataset ID,1951.0,1800,PublicFinances1800-2023
1951.0,VAT (Purchase tax prior to 1973)4,NZGF,618.0,-,PublicFinances1800-2023
1951.0,Years,Years,,1800-01,PublicFinances1800-2023
1951.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1951.0,o/w pensioners,,,-,PublicFinances1800-2023
1952.0,Business rates,CUKY,,-,PublicFinances1800-2023
1952.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1952.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,379.0,-,PublicFinances1800-2023
1952.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,158.0,-,PublicFinances1800-2023
1952.0,Current spending3,JW2Q,5262.0,-,PublicFinances1800-2023
1952.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1066.0,18,PublicFinances1800-2023
1952.0,Death duties/Inheritance tax,ACCH,152.0,-,PublicFinances1800-2023
1952.0,Debt Interest9,NMFX,625.0,14,PublicFinances1800-2023
1952.0,Defence5,,1531.0,32,PublicFinances1800-2023
1952.0,Education8,,424.0,-,PublicFinances1800-2023
1952.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1952.0,Gas Levy3,,,-,PublicFinances1800-2023
1952.0,Health6,,483.0,-,PublicFinances1800-2023
1952.0,Income tax1,LIBR-MS62,1934.0,5,PublicFinances1800-2023
1952.0,"Index, base year = 100",MM23,39.3,13.5,PublicFinances1800-2023
1952.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1952.0,License fee receipts,DH7A,14.0,-,PublicFinances1800-2023
1952.0,National Accounts Taxes,GCSU,5275.0,-,PublicFinances1800-2023
1952.0,National Insurance Contributions1,AIIH,488.0,-,PublicFinances1800-2023
1952.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",16617.0,393,PublicFinances1800-2023
1952.0,Nominal GDP (£m)3,Nominal GDP (£m)3,15536.0,355,PublicFinances1800-2023
1952.0,Other Central Government Receipts6,Residual,544.0,3,PublicFinances1800-2023
1952.0,Other Public Sector Spending10 ,,3478.0,-,PublicFinances1800-2023
1952.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1952.0,Other public sector taxes and receipts8,Residual,813.0,-,PublicFinances1800-2023
1952.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1952.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1952.0,Public sector gross investment4,JW2Z + JW2S,1279.0,-,PublicFinances1800-2023
1952.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",209.0,21,PublicFinances1800-2023
1952.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,26051.0,508,PublicFinances1800-2023
1952.0,Social Security7,,,-,PublicFinances1800-2023
1952.0,Stamp duties,GTBC,53.0,3,PublicFinances1800-2023
1952.0,Total Central Government spending1,ANLP + ANNS + NSRN,5031.0,50,PublicFinances1800-2023
