date_period,measure,cdid,value,unit,source_dataset,pre_unit,category,population,value_per_capita
1972,Pub Sect: Liabilities: Other accounts payable (AF.8): NSA:£m,CPMY,,,PUSF,,PUSF - Other,49327100.0,
1972,Pub Sect: Liabilities: Pensions: (AF.6M) :NSA:£m,CPMV,,,PUSF,,Government Spending,49327100.0,
1972,Pub Sect: Liabilities:Provisions for standardised guarantees (AF.66) :NSA:£m,CPMW,,,PUSF,,PUSF - Other,49327100.0,
1972,Pub sector pensions: Net Financial Liabilities: NSA:£m,CWVN,,,PUSF,,Government Spending,49327100.0,
1972,Public Corporations (S.11001): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,CPCM,-431.0,m,PUSF,£,Fiscal Position,49327100.0,-8.737590492852814
1972,Public Corporations: Net Worth: (B.90): £m: CP: NSA,JDUY,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector (excl public sector banks and BoE): Deposits and other short term assets: Liquid assets: £m CP NSA,JMEM,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector Net Debt excluding PS banks (PSND excl PS Banks): £m CPNSA,KSE6,,m,PUSF,£,Fiscal Position,49327100.0,
1972,Public Sector Net Financial Liabilities (PSNFL ex) :NSA:£m,CPNF,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector Net Financial Liability excluding Public Sector Banks (PSNFL excl PSB): £bn CPNSA,JSK7,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector Net Worth: IMF GFSM: £m: CP: NSA,JEJU,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector Pensions: AF.2: Level: Liability: Currency and Deposits: £m CP NSA,CWQG,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector Pensions: AF.3: Level: Liability: Debt Securities: Face value: £m CP NSA,JLL6,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector Pensions: AF.4: Level: Liability: Loans: £m CP NSA,CWQK,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector Pensions: Consolidated Gross Debt: cross holdings of CG debt,CWP4,0.0,m,PUSF,£,Government Spending,49327100.0,0.0
1972,Public Sector Pensions: Gross Debt Held by All Other Sectors (including CG),CWP3,0.0,m,PUSF,£,Government Spending,49327100.0,0.0
1972,Public Sector Pensions: Level: Liability: Debt securities and loans: £m CP NSA,JMC4,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector Pensions: Net Borrowing (B.9n): (£m) CP NSA,CWNY,0.0,m,PUSF,£,Government Spending,49327100.0,0.0
1972,Public Sector Pensions: Net Worth: (B.90): £m: CP: NSA,JCHY,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector Pensions: Net cash requirement (Own account): £m CPNSA,CWP2,0.0,m,PUSF,£,Government Spending,49327100.0,0.0
1972,Public Sector Pensions: deposits and other short term assets: Other liquid assets: £m CP NSA,CWP5,0.0,m,PUSF,£,Government Spending,49327100.0,0.0
1972,Public Sector ex PS Banks: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4W,11876.0,,PUSF,,Government Spending,49327100.0,240.76015010004642
1972,Public Sector gross debt (excl public sector banks): £m: CP: NSA,JMEQ,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector gross debt: Debt securities (excl gilts) and loans: £m: CP: NSA,JMEP,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: AF.63: Level: Asset: Pension entitlements: £m CP NSA,JKF5,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: AF.63: Level: Liability: Pension entitlements: £m CP NSA,JKF7,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: AF.64: Level: Asset: Claims of pension funds on pension managers: £m CP NSA,JKF6,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: AF.64: Level: Liability: Claims of pension funds on pension managers: £m CP NSA,JKF8,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: AF.65: Level: Asset: Entitlements to non-pension benefits: £m CP NSA,JLS4,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: AF.65: Level: Liability: Entitlements to non-pension benefits: £m CP NSA,JLS5,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: Asset: Cultivated Biological Resources: (AN.115): £m: CP: NSA,JM76,,,PUSF,,Tax Receipts,49327100.0,
1972,Public Sector: Asset: Currency: (AF.21): £m: CP: NSA,J688,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Direct Investment: (AF.421): £m: CP: NSA,J6FT,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Dwellings: (AN.111): £m: CP: NSA,J67P,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Equity: (AF.51): £m: CP: NSA,J6GN,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Finance Leases: (AF.423): £m: CP: NSA,J6FY,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Fixed Assets: (AN.11): £m: CP: NSA,J67O,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Intellectual Property Products: (AN.117): £m: CP: NSA,J67S,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Inventories: (AN.12): £m: CP: NSA,J67T,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8CN,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Land: (AN.211): £m: CP: NSA,J67Y,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Listed Shares: (AF.511): £m: CP: NSA,J6HH,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J6FU,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J6BY,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Long-Term Debt Securities; Bonds Issued by the Rest of the World: (AF.32N9): £m: CP: NSA,J6C2,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J6BZ,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Long-Term Loans: (AF.42): £m: CP: NSA,J6FS,,,PUSF,,Balance Sheet,49327100.0,
1972,"Public Sector: Asset: Machinery, Equipment and Weapons Systems: (AN.113+114): £m: CP: NSA",J67R,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Monetary Gold: (AF.11): £m: CP: NSA,J682,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Non-Financial Assets: (AN): £m: CP: NSA,JI5V,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Non-Produced Non-Financial Assets: (AN.2): £m: CP: NSA,J67W,,,PUSF,,Balance Sheet,49327100.0,
1972,"Public Sector: Asset: Other Accounts Receivable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8K8,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Other Buildings and Structures: (AN.112): £m: CP: NSA,J67Q,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Other Deposits: (AF.29): £m: CP: NSA,J68C,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Other Long-Term Loans: (AF.424): £m: CP: NSA,J6GF,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Other Long-Term Loans;of Which Student Loans: (AF.424): £m: CP: NSA,J6GI,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Produced Non-Financial Assets: (AN.1): £m: CP: NSA,J67N,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J6BF,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J6BR,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Short-Term Debt Securities; MMIs Issued by Rest of the World: (AF.31N9 ): £m: CP: NSA,J6BS,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Short-Term Loans: (AF.41): £m: CP: NSA,J6C6,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Special Drawing Rights: (AF.12): £m: CP: NSA,J687,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Total Assets £m: CP: NSA,J67M,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8EW,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Transferrable Deposits: (AF.22): £m: CP: NSA,J68B,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J6KA,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Asset: Valuables: (AN.13): £m: CP: NSA,JCXN,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Assets: Currency & Deposits (AF.2): NSA: £m,CPNU,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Assets: Debt securities (AF.3): NSA: £m,CPNV,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Assets: Financial derivatives & employee stock ops (AF.7):NSA: £m,CPNY,,,PUSF,,Tax Receipts,49327100.0,
1972,Public Sector: Assets: Monetary Gold & Special Drawing Rights (AF.1): NSA: £m,CPNT,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Assets: Pensions (AF.6M): NSA: £m,CPNW,,,PUSF,,Government Spending,49327100.0,
1972,Public Sector: Assets: Provisions standardised guarantees (AF.66): NSA: £m,CPNX,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Borrowing ex PS banks ex BoE: NSA: £m,CPNZ,,m,PUSF,£,Fiscal Position,49327100.0,
1972,Public Sector: Current Expenditure: Subsidies: £million: CPNSA,JSJ5,1175.0,,PUSF,,Government Spending,49327100.0,23.820577329703145
1972,Public Sector: Illiquid instruments outside the boundary of PSND ex: £m CP NSA,JFX7,,,PUSF,,Fiscal Position,49327100.0,
1972,Public Sector: Liabilities: Currency & Deposits (AF.2) :NSA: £m,CPNH,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Liabilities: Debt securities (AF.3): NSA: £m,CPNI,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Liabilities: Equity (AF.5):NSA: £m,CPNO,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liabilities: Loans (AF.4): NSA: £m,CPNN,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Liabilities: Non-life insurance tech reserves (AF.61) :NSA: £m,CPNP,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Liability: Currency: (AF.21): £m: CP: NSA,J8KC,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Direct Investment: (AF.421 ): £m: CP: NSA,J8ND,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Equity: (AF.51): £m: CP: NSA,J8NL,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Finance Leases: (AF.423 ): £m: CP: NSA,J8NH,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8NR,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Life Insurance and Annuity Entitlements: (AF.62): £m: CP: NSA,J8Q7,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Listed Shares: (AF.511): £m: CP: NSA,J8NN,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J8NF,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J8MT,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities; British Government Securities: (AF.32N11): £m: CP: NSA,J8MX,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities; Issued by UK Central Government: (AF.32N1): £m: CP: NSA,J8MV,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J8N5,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities; Issued by UK local government: (AF.32N2): £m: CP: NSA,J8K9,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Debt Securities; Other UK Central Government Sterling Bonds: (AF.32N12): £m: CP: NSA,J8MZ,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Long-Term Loans: (AF.42): £m: CP: NSA,J8NB,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Monetary gold: (AF.11): £m: CP: NSA,JDBP,,,PUSF,,Balance Sheet,49327100.0,
1972,"Public Sector: Liability: Other Accounts Payable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8RM,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Other Deposits: (AF.29): £m: CP: NSA,J8MJ,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Other Long-Term Loans: (AF.424): £m: CP: NSA,J8NJ,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short Term Loans by UK MFIs: (AF.41N1 ): £m: CP: NSA,J8N9,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short term loans by RoW: (AF.41N9): £m: CP: NSA,JDCE,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J8ML,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Central Government: (AF.31N1 ): £m: CP: NSA,J8MN,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Local Government: (AF.31N2 ): £m: CP: NSA,J8MP,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J8MR,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Short-Term Loans: (AF.41): £m: CP: NSA,J8N7,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Special Drawing Rights: (AF.12): £m: CP: NSA,J8KB,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Sterling Treasury Bills: (AF.31N11): £m: CP: NSA,JDBQ,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8RL,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Transferrable Deposits: (AF.22): £m: CP: NSA,J8MH,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Liability: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J8NP,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Net Financial Worth: (BF.90): £m: CP: NSA,J8RR,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Net Worth: (B.90): £m: CP: NSA,J8RQ,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Net Worth: Opening: (B.90): £m: CP: NSA,JI63,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Net capital formation plus acquisitions less disposals of non-produced assets (P.5LN): £m: CP: NSA,JEJV,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Net capital transfers (payable) (D.9n): £m: CP: NSA,JEJW,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: PSND (ex PS banks ex BoE) as a % GDP: NSA,CPOA,,%,PUSF,,Fiscal Position,49327100.0,
1972,Public Sector: PSND (ex PS banks ex BoE): £ billion: CPNSA,CPPH,,m,PUSF,£,Fiscal Position,49327100.0,
1972,Public Sector: PSND (ex PS banks ex BoE): £m: CPNSA,CPOF,,m,PUSF,£,Fiscal Position,49327100.0,
1972,Public Sector: PSNFL (net financial liabilities) as a % GDP: NSA,CPOE,,,PUSF,,Economic Indicators,49327100.0,
1972,Public Sector: Statistical discrepancy: £m: CP: NSA,JEPL,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector: Total Assets: NSA: £m,CPNR,,,PUSF,,Balance Sheet,49327100.0,
1972,Public Sector: Total changes in Net Worth £m: CP: NSA,JF4C,,,PUSF,,PUSF - Other,49327100.0,
1972,Public Sector:Liabilities: Total Liabilities:NSA: £m,CPNG,,,PUSF,,PUSF - Other,49327100.0,
1972,Public corporations (S.11001): Changes in inventories (P.52): Current price: £million: Not seasonally adjusted,DHHL,13.0,m,PUSF,£,PUSF - Other,49327100.0,
1972,Public corporations (S.11001): Currency and deposits (AF.2): Level: Liability: Current price: £million: Not seasonally adjusted,NKGV,,,PUSF,,Balance Sheet,49327100.0,
1972,Public corporations (S.11001): Debt securities (AF.3): Level: Liability: Current price: £million: Not seasonally adjusted,NKHE,,,PUSF,,Balance Sheet,49327100.0,
1972,"Public corporations (S.11001): Disposable income, gross (B.6g): Current price: £million: Not seasonally adjusted",NRKD,898.0,,PUSF,,PUSF - Other,49327100.0,
1972,Public corporations (S.11001): Loans (AF.4): Level: Liability: Current price: £million: Not seasonally adjusted,NKIG,,,PUSF,,Balance Sheet,49327100.0,
1972,"Public corporations (S.11001): Operating Surplus, gross (B.2g): Current price: £million: Not seasonally adjusted",NRJT,2666.0,,PUSF,,Fiscal Position,49327100.0,54.04736949871369
1972,Public corporations (S.11001): Taxes on income (D.51): Uses: Current price: £million: Not seasonally adjusted,FCCS,7.0,,PUSF,,Tax Receipts,49327100.0,0.14190982238972086
1972,Public corporations borrowing other than direct from central govt #m,ABEJ,,,PUSF,,Fiscal Position,49327100.0,
1972,Public corporations: Capital transfers to the private sector: Total,MIYZ,0.0,,PUSF,,Tax Receipts,49327100.0,0.0
1972,Public sector (ex): Debt service ratio: %,FSK9,7.5,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector (excluding public sector banks): Level: Iliquid financial assets: £m CP NSA,JMEU,,,PUSF,,Balance Sheet,49327100.0,
1972,Public sector (excluding public sector banks): Level: Liabilities outside the boundary of PSND: £m CP NSA,JMET,,,PUSF,,Fiscal Position,49327100.0,
1972,Public sector (excluding public sector banks): Level: Liquid assets: £m CP NSA,JMES,,,PUSF,,Balance Sheet,49327100.0,
1972,Public sector Net current grants abroad (PSAT2),C627,201.0,,PUSF,,PUSF - Other,49327100.0,
1972,"Public sector current budget deficit, excluding public sector banks (£ million)",DZLT,,million,PUSF,£,Fiscal Position,49327100.0,
1972,Public sector finances: Central Government: Depreciation: £m: CPNSA,NSRN,690.0,m,PUSF,£,PUSF - Other,49327100.0,
1972,Public sector gross debt (excl public sector banks and BoE): British government securities: £m CP NSA,JMD5,,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector gross debt (excl public sector banks and BoE): Currency and deposits: £m CP NSA,JMD4,,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts) and loans: £m CP NSA,JMEL,,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts): £m CP NSA,JMD6,,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector gross debt (excl public sector banks and BoE): Loans: £m CP NSA,JMEK,,,PUSF,,PUSF - Other,49327100.0,
1972,"Public sector net borrowing, excluding public sector banks (£ million)",DZLS,,million,PUSF,£,Fiscal Position,49327100.0,
1972,"Public sector net investment, excluding public sector banks (£ million)",DZLW,,million,PUSF,£,PUSF - Other,49327100.0,
1972,Public sector pensions: Level: AF.31: PSP/PS cross holdings (face value): £m CP NSA,JL4K,,,PUSF,,Government Spending,49327100.0,
1972,Public sector pensions: Level: AF.32N11: PSP/PS cross holdings (face value): £m CP NSA,JL9R,,,PUSF,,Government Spending,49327100.0,
1972,Public sector pensions: Level: AF.4: PSP/PS cross holdings: loans: £m CP NSA,JMD2,,,PUSF,,Government Spending,49327100.0,
1972,Public sector pensions: Level: PSP/PS cross holdings: debt securities (excl gilts) and loans: £m CP NSA,JMD3,,,PUSF,,Government Spending,49327100.0,
1972,Public sector: Current budget deficit ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV3,,,PUSF,,Fiscal Position,49327100.0,
1972,Public sector: Current budget deficit inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV6,,,PUSF,,Fiscal Position,49327100.0,
1972,Public sector: Level: Cross-holdings between general government and public corporations (incl BoE & PS pensions): £m CP NSA,JMB8,,,PUSF,,Government Spending,49327100.0,
1972,Public sector: Public sector borrowing ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV5,,,PUSF,,Fiscal Position,49327100.0,
1972,Public sector: Public sector borrowing inc PS banks as % GDP (monthly & quarterly): CPNSA,JNVA,,,PUSF,,Fiscal Position,49327100.0,
1972,Public sector: Public sector net investment ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV4,,,PUSF,,Economic Indicators,49327100.0,
1972,Public sector: Public sector net investment inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV8,,,PUSF,,Economic Indicators,49327100.0,
1972,"Public sector: changes in net worth due to other changes in vol, of w/ changes in assumptions for funded pension schem : £m CP NSA",JLS8,,,PUSF,,Government Spending,49327100.0,
1972,Public sector: changes in net worth due to other economic flows: B.102+B.103: £m CP NSA,JLS6,,,PUSF,,Transactions,49327100.0,
1972,Public sector: changes in net worth due to saving and capital transfers: £m CP NSA,JI66,,,PUSF,,PUSF - Other,49327100.0,
1972,Public sector: ex BoE exc PS Banks: Total managed expenditure: £m CPNSA,KAU3,,,PUSF,,Government Spending,49327100.0,
1972,S.1311: K.7 Nominal holding gains and losses: FL: F.66: Covid-19 Loan Guarantee Schemes: £m,J42X,,,PUSF,,PUSF - Other,49327100.0,
1972,Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01),DH7A,,m,PUSF,£,Tax Receipts,49327100.0,
1972,Total PS liquid assets,KSD8,,,PUSF,,Balance Sheet,49327100.0,
1972,Unfunded public sector pension liabilities: Pension entitlements (AF.63): £m: CP: NSA,JEJR,,,PUSF,,Government Spending,49327100.0,
1973,"""Public Sector: Asset: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8DR,,,PUSF,,Government Spending,49459000.0,
1973,"""Public Sector: Liability: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8NT,,,PUSF,,Government Spending,49459000.0,
1973,APF: Corporate Bond purchases: Level of purchases £m,CWPL,,,PUSF,,PUSF - Other,49459000.0,
1973,APF: Corporate Bond purchases: Market value: Level of purchases at market price: £m,CWPN,,,PUSF,,PUSF - Other,49459000.0,
1973,Assets associated with Public-Private Partnerships: £m: CP: NSA,JE4R,,,PUSF,,Tax Receipts,49459000.0,
1973,Bank of England (inc. APF): Net Worth: (B.90): £m: CP: NSA,JFXV,,,PUSF,,PUSF - Other,49459000.0,
1973,Bank of England (incl APF): Gross debt: £m CP NSA,JMC3,,,PUSF,,PUSF - Other,49459000.0,
1973,Bank of England: Level: Liquid assets: £m CP NSA,JMER,,,PUSF,,Balance Sheet,49459000.0,
1973,BoE Expenditure: BoE Total Managed Expenditure (NAcons PSAT2): NSA CP,A7QL,0.0,,PUSF,,Government Spending,49459000.0,0.0
1973,BoE: AF.2: Level: Liability: Currency and deposits: £m CP NSA,JKG5,,,PUSF,,Balance Sheet,49459000.0,
1973,BoE: APF gilt holdings: impact on net debt: £m: CPNSA,KI2L,,,PUSF,,Fiscal Position,49459000.0,
1973,BoE: Accounts receivable/payable: £m CPNSA,JXJ4,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Adjustment for interest on gilts: £m CPNSA,MU77,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Asset Purchase Facility gilt holdings (at nominal value): £m CPNSA,MEX2,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Central bank loan to APF: BoE code RPWZ4TM: £m CPNSA,JQ2I,,,PUSF,,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Interest payable: £m CPNSA,MDD7,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Interest receivable: £m CPNSA,MDD6,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Net interest receivable: £m CPNSA,MDD8,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Total Asset purchases: BoE code YWWB9R9: £m CPNSA,FZIQ,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Total cash held within the APF: £m CPNSA,FZJ4,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Total cash transfers to HMT: £m CPNSA,MT6A,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Asset Purchase Facility: Total gilt purchases: £m CPNSA,FZIU,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Assets: Level: L-t debt securities issued by UK central government: F.32N1A: Face value: £m: CP NSA,FZEU,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Banking & Issue department: AF.4: Level: Asset: APF Loan: £m CP NSA,FZKV,,,PUSF,,Balance Sheet,49459000.0,
1973,BoE: Banking & Issue department: Liabilities not recognised in PSND: £m CPNSA,FZIY,,m,PUSF,£,Fiscal Position,49459000.0,
1973,BoE: Banking & Issue department: Liquid assets: £m CPNSA,JKF4,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Banking & Issue department: Total Liabilities: £m CPNSA,FZIW,,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Capital grants (net) within public sector: £m CPNSA,FV4U,0.0,,PUSF,,PUSF - Other,49459000.0,
1973,BoE: Capital grants from private sector and RoW: £m CPNSA,FV4V,0.0,,PUSF,,Tax Receipts,49459000.0,0.0
1973,BoE: Cross holdings with CG: AF.32N11: British government securities: face value: £m CP NSA,JK7N,,,PUSF,,PUSF - Other,49459000.0,
1973,BoE: Cross holdings with CG: AF.424: Other long-term loans: £m CP NSA,JK7O,,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Current Expenditure: Subsidies: £million: CPNSA,JSI9,0.0,,PUSF,,Government Spending,49459000.0,0.0
1973,BoE: Current Receipts: Taxes on income and wealth: £m CPNSA,JW27,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,BoE: Current budget deficit (B.6n): £m CPNSA,JW2D,0.0,m,PUSF,£,Fiscal Position,49459000.0,0.0
1973,BoE: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,MU74,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,BoE: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4T,0.0,,PUSF,,Government Spending,49459000.0,0.0
1973,BoE: Depreciation: Consumption of fixed capital: £m CPNSA,JW2C,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Gross Operating Surplus: £m CPNSA,JW28,0.0,m,PUSF,£,Fiscal Position,49459000.0,0.0
