date_period,measure,cdid,value,unit,source_dataset,pre_unit,category,population,value_per_capita
1973,BoE: Gross fixed capital formation: £m CPNSA,JW2E,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Interest & dividends (net) from public sector: £m CPNSA,MU73,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Interest & divs from private sector and rest of world (D41/42): £m CPNSA,JW29,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,BoE: Level: AF.4: BoE/GG cross holdings: £m CP NSA,JL37,,,PUSF,,PUSF - Other,49459000.0,
1973,BoE: Level: Liability: Other debt liabilities: £m CP NSA,JMEN,,,PUSF,,Balance Sheet,49459000.0,
1973,BoE: Net Borrowing (inc APF & SLS): £m CPNSA,JW2H,0.0,m,PUSF,£,Fiscal Position,49459000.0,0.0
1973,BoE: Net Cash Requirement: £m CPNSA,JW2I,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Net Financial Liabilities: NSA:£m,CPPL,,,PUSF,,PUSF - Other,49459000.0,
1973,BoE: Net Lending to Private Sector & RoW: £m CPNSA,FV5O,0.0,,PUSF,,Tax Receipts,49459000.0,0.0
1973,BoE: Net acquisition of company securities: £m CPNSA,MU76,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Other financial transactions: £m CPNSA,MU78,0.0,m,PUSF,£,Transactions,49459000.0,
1973,"BoE: Saving, gross plus capital taxes: £m CPNSA",JW2B,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,BoE: Term Funding Scheme (TFS) Small & Medium-sized Enterprises Loan Liability: £m CPNSA,FSVQ,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Term Funding Scheme Loan Liability: £m CPNSA,CORN,,m,PUSF,£,Balance Sheet,49459000.0,
1973,BoE: Total current expenditure: £m CPNSA,MU75,0.0,m,PUSF,£,Government Spending,49459000.0,0.0
1973,BoE: Total current receipts: £m CPNSA,JW2A,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,BoE: Total net investment: £m CPNSA,JW2G,0.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG Cash receipts: HM Revenue and Customs,MIZX,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: AS: F424N1 K.7 Nominal holding gains/losses: Student Loan Stock Revaluations,CT9G,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Accounts receivable/payable (F7): £m CPNSA,ANRT,428.0,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Adjustment for interest on gilts (F.3): £m CPNSA,ANRU,-46.0,,PUSF,,PUSF - Other,49459000.0,
1973,CG: British government stock (gilts): £m CPNSA,BKPM,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital grants (net) within public sector (D92&D99): £m CPNSA,ANND,-925.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers from CG: £m CPNSA,MS6X,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers from LG: £m CPNSA,NMGL,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers from PC: £m CPNSA,MM9G,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers from private sector (D92&D99): £m CPNSA,ANNN,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,CG: Capital transfers to Asset Purchase Facility (APF): £m CPNSA,MF7A,,m,PUSF,£,Balance Sheet,49459000.0,
1973,CG: Capital transfers to LG: £m CPNSA,MF78,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers to PC: £m CPNSA,MF79,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers to central government: £m CPNSA,MFO7,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Capital transfers to private sector (D92&D99): £m CPNSA,ANNI,765.0,m,PUSF,£,Tax Receipts,49459000.0,15.4673568005823
1973,CG: Capital uplift on index linked gilts excluding uplift paid at redemption: £m CPNSA,JNYY,,,PUSF,,PUSF - Other,49459000.0,
1973,"CG: Changes in net debt (exc NRAM and B&B, Network Rail): £m CPNSA",MW4W,,,PUSF,,Fiscal Position,49459000.0,
1973,CG: Corporation Tax (gross of tax credits): £m: NSA,N445,1961.0,m,PUSF,£,Tax Receipts,49459000.0,39.64900220384561
1973,CG: Covid Corp Finance Facility: Commercial Paper: £m: NSA,FSX6,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Current Budget Deficit: £m CPNSA,ANLV,1971.0,m,PUSF,£,Fiscal Position,49459000.0,39.85118987444146
1973,CG: Current Receipts: Taxes receivable: £m CPNSA,MF6P,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current expenditure (exc debt interest payments): £m CPNSA,KSS6,,,PUSF,,Government Spending,49459000.0,
1973,CG: Current expenditure: Current transfers paid abroad (D74): £m CPNSA,NMDZ,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current expenditure: Current transfers received from abroad (D74): £m CPNSA,NMDL,,£,PUSF,m,Government Spending,49459000.0,
1973,CG: Current expenditure: Goods and services: Staff costs (D1): £m CPNSA,NMBG,,,PUSF,,Government Spending,49459000.0,
1973,CG: Current expenditure: Market output and output for own final use: £m: NSA,MUT5,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current expenditure: Net Interest payable: £m CPNSA,NMFX,1896.0,m,PUSF,£,Government Spending,49459000.0,38.3347823449726
1973,CG: Current expenditure: Net current grants aborad (D74): £m CPNSA,GZSI,173.0,m,PUSF,£,Government Spending,49459000.0,3.4978467013081542
1973,CG: Current expenditure: Net social benefits payable: £m CPNSA,GZSJ,5487.0,m,PUSF,£,Government Spending,49459000.0,110.94037485594129
1973,CG: Current expenditure: Other current grants: £m CPNSA,NMFC,483.0,m,PUSF,£,Government Spending,49459000.0,9.765664489779413
1973,CG: Current expenditure: Other payable: £m: CPNSA,LIQS,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current expenditure: Subsidies: £m CPNSA,NMCD,1304.0,m,PUSF,£,Government Spending,49459000.0,26.365272245698456
1973,CG: Current expenditure: UK contributions to EU (D.76u) VAT & GNI: £m CPNSA,M9LH,0.0,m,PUSF,£,Tax Receipts,49459000.0,0.0
1973,CG: Current expenditure: UK payments to EU under the withdrawal agreement (D.74) : £m CPNSA,FV5N,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current expenditure:Current expenditure on goods and services (P3): £m CPNSA,NMBJ,7676.0,m,PUSF,£,Government Spending,49459000.0,155.1992559493722
1973,CG: Current expenditure:Goods/services:Purchase of goods and services: £m CPNSA,MF76,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current expenditure:Net social benefits: Social assistance (D623): £m CPNSA,NZGO,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Current grants to central government: £m CPNSA,MHA8,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Compulsory social contributions: Receivable: £m CPNSA,AIIH,3937.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Interest and dividends receivable: £m CPNSA,LIQP,,m,PUSF,£,PUSF - Other,49459000.0,
1973,"CG: Current receipts: Interest and dividends: APF, receivable: £m CPNSA",L6BD,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Interest and dividends: Other: £m CPNSA,MF74,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Other current taxes (D.59): £m CPNSA,NMCV,424.0,m,PUSF,£,Tax Receipts,49459000.0,8.572757233263916
1973,CG: Current receipts: Other income receivable: £m CPNSA,LIQQ,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Other receipts: Other (residual): £m CPNSA,MF75,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Other receipts: Rent received (D45): £m CPNSA,NMCK,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Other taxes on income and wealth: £m CPNSA,MF6Z,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Other taxes: Bank levy: £m CPNSA,KIH3,,,PUSF,,Tax Receipts,49459000.0,
1973,CG: Current receipts: Other taxes: Other (residual): £m CPNSA,MF72,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Other taxes: Vehicle duty paid by households: £m CPNSA,CDDZ,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Rent and other current transfers: £m CPNSA,ANBU,79.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Current receipts: Taxes on capital: £m CPNSA,HZS7,420.0,m,PUSF,£,Tax Receipts,49459000.0,8.491882165025578
1973,"CG: Current receipts: Taxes on income and wealth, receivable: £m",NMCU,9651.0,m,PUSF,£,Tax Receipts,49459000.0,195.131320892052
1973,CG: Current receipts: Taxes on income: Capital gains and legacy tax: £m CPNSA,MS62,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on income: Other (mainly corporation tax): £m CPNSA,LIBP,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on income: Other income tax: £m CPNSA,MF6X,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on income: PAYE income tax: £m CPNSA,MS6W,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on income: Petroleum revenue tax: £m CPNSA,ACCJ,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on income: Self assessed income tax: £m CPNSA,LISB,,m,PUSF,£,Tax Receipts,49459000.0,
1973,"CG: Current receipts: Taxes on production, receivable: £m CPNSA",NMBY,6634.0,m,PUSF,£,Tax Receipts,49459000.0,134.13130067328495
1973,CG: Current receipts: Taxes on production: Alcohol: £m CPNSA,MF6V,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Business rates (NNDR): £m CPNSA,CUKY,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Fuel duty: £m CPNSA,CUDG,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Other: £m CPNSA,MF6W,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Stamp duty (shares) HMRC : £m CPNSA,BKST,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Tobacco: £m CPNSA,GTAO,,£,PUSF,m,Tax Receipts,49459000.0,
1973,"CG: Current receipts: Taxes on production: VAT, receivable: £m CPNSA",NZGF,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Taxes on production: Vehicle duty paid by businesses: £m,EKED,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts: Total taxes: £m CPNSA,MF73,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts:Other taxes (not on production/income) receivable: £m CPNSA,LIQR,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts:Taxes on income: Income tax and capital gains tax: £m CPNSA,LIBR,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current receipts:Taxes on production:Stamp duty (land and property):£m CPNSA,MM9F,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Current transfers from central government to local government: £m CPNSA,QYJR,4019.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: D.2121: Customs Duties (UK Receipts): Accrued Receipts: £M: CPNSA,FV2H,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: D39: CV19 HMRC Job Retention Scheme: Accrued: £m: NSA,CXLP,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: D39: CV19 HMRC Self-Employment Income Support Scheme: Accrued: £m: NSA,CXLQ,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Energy Profits Levy: Accrued basis: CPNSA £m,JIS6,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Gross Index-linked gilt capital uplift: £m CPNSA,MW7L,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Gross capital formation: £m CPNSA,MS5Z,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Gross fixed capital formation (P51+K2): £m CPNSA,ANPI,1529.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Gross operating surplus: £m CPNSA,NRLN,816.0,m,PUSF,£,Fiscal Position,49459000.0,16.49851392062112
1973,CG: Income tax and compulsory social contributions (NICs): £m CPNSA,KSS8,,,PUSF,,Tax Receipts,49459000.0,
1973,CG: Increase in inventories and valuables (P52&P52): £m CPNSA,ANMY,21.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Interest & dividends (net) from public sector: £m CPNSA,ANNY,1409.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,GVHE,455.0,m,PUSF,£,Tax Receipts,49459000.0,9.19953901211104
1973,CG: Interest payable excluding capital uplift on index linked gilts: £m CPNSA,JNYX,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: NRAM and B&B (element of CG Gross Debt): £m CPNSA,KW6R,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: National savings: £m CPNSA,ACUA,7566.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net Financial Liabilities: NSA:£m,CPNE,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Net acquisition of company securities (F.5): £m CPNSA,ANRS,34.0,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Net cash requirement (NRAM and B&B contribution (UKAR)): £m CPNSA,M98W,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement (Network rail contribution): £m CPNSA,MUI2,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Net cash requirement (Own account): £m CPNSA,RUUX,514.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,"CG: Net cash requirement (exc NRAM and B&B, Network Rail): £m CPNSA",M98R,,m,PUSF,£,PUSF - Other,49459000.0,
1973,"CG: Net cash requirement (own account) (exc NRAM and B&B, Network Rail):£m CPNSA",M98S,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement (own account): Cash receipts: Income tax: £m CPNSA,RURC,7231.0,m,PUSF,£,Tax Receipts,49459000.0,146.20190460785702
1973,CG: Net cash requirement: Cash outlays: Interest payments: £m CPNSA,RUUO,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Cash outlays: Net departmental outlays: £m CPNSA,RUUP,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Cash outlays: Total: £m CPNSA,RUUQ,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Cash receipts: HMRC: Social security contributions: £m,ABLP,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Net cash requirement: Cash receipts: HMRC: VAT: £m CPNSA,EYOO,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Net cash requirement: Cash receipts: Interest and dividends: £m CPNSA,RUUL,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Cash receipts: Other receipts: £m CPNSA,RUUM,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Cash receipts: Total: £m CPNSA,RUUN,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: Net acquisition of company securities: £m NSA,ABIF,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net cash requirement: £m CPNSA,RUUW,2272.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Net lending to private sector and rest of world (F.4): £m CPNSA,ANRH,-392.0,,PUSF,,Tax Receipts,49459000.0,-7.925756687357205
1973,CG: Net social benefits: National insurance fund benefits (D621): £m CPNSA,QYRJ,,,PUSF,,Tax Receipts,49459000.0,
1973,CG: Net social benefits:Public service pension contributions: £m CPNSA,MF6Q,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Net social benefits:Public service pension payments: £m CPNSA,MF77,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Network Rail (element of CG Gross Debt): £m CPNSA,MDL3,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Other cash receipts paid over to HMT from HMRC: £m: CPNSA,KAU8,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Other financial transactions: £m CPNSA,ANRV,37.0,,PUSF,,Transactions,49459000.0,
1973,CG: Other sterling debt and foreign currency debt: £m CPNSA,KW6Q,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Receipts table: VAT refunds: £m: NSA,AHGO,,,PUSF,,Tax Receipts,49459000.0,
1973,CG: Receipts: Corporation tax: Accrued: Gross of tax credits: £m:NSA,CPRN,,m,PUSF,£,Tax Receipts,49459000.0,
1973,CG: Reconciliation adjustments: Debt management account: £m CPNSA,N42E,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Foreign currency: £m CPNSA,N42F,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: National savings: £m CPNSA,N42C,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Official reserves SDRs: £m CPNSA,E3VX,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Official reserves: £m CPNSA,N42A,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Other gilt related adjustments: £m CPNSA,E3VL,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Other liquid assets: £m CPNSA,E3VZ,,,PUSF,,Balance Sheet,49459000.0,
1973,CG: Reconciliation adjustments: Other sterling debt: £m CPNSA,E3VY,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Other: £m CPNSA,N42H,,,PUSF,,PUSF - Other,49459000.0,
1973,CG: Reconciliation adjustments: Reclassification & imputed liabilities: £m CPNSA,E3VM,,,PUSF,,PUSF - Other,49459000.0,
1973,"CG: Savings, gross plus capital taxes: £m CPNSA",ANPM,2787.0,m,PUSF,£,Tax Receipts,49459000.0,56.349703795062574
1973,CG: Sterling treasury bills: £m CPNSA,BKPJ,,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Tax instruments: £m CPNSA,ACRV,161.0,m,PUSF,£,Tax Receipts,49459000.0,3.255221496593138
1973,CG: Total Net Investment: £m CPNSA,ANNS,-2424.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Total capital expenditure: £m CPNSA,MF6T,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Total central government gross debt: £m CPNSA,BKPW,,m,PUSF,£,PUSF - Other,49459000.0,
1973,"CG: Total current expenditure, payable: £m CPNSA",ANLP,21038.0,m,PUSF,£,Government Spending,49459000.0,425.36242139954305
1973,CG: Total current expenditure: £m CPNSA,MF6S,,m,PUSF,£,Government Spending,49459000.0,
1973,"CG: Total current receipts, receivable: £m CPNSA",ANBV,23825.0,m,PUSF,£,PUSF - Other,49459000.0,
1973,CG: Total expenditure: £m CPNSA,MF6U,,m,PUSF,£,Government Spending,49459000.0,
1973,CG: Total expenditure: £mn: NSA,DU3N,24278.0,m,PUSF,£,Government Spending,49459000.0,490.8712266725975
1973,CG: Total revenue: £m CPNSA,MF6R,,m,PUSF,£,PUSF - Other,49459000.0,
1973,Central Government: Net Worth: (B.90): £m: CP: NSA,J8RS,,,PUSF,,PUSF - Other,49459000.0,
1973,Central Government:LI:LEVEL:Currency and deposits: CP NSA,NIIJ,,,PUSF,,PUSF - Other,49459000.0,
1973,Central Government:LI:LEVEL:Debt securities (excl gilts) and loans: £m CP NSA,JM9S,,,PUSF,,PUSF - Other,49459000.0,
1973,Central Government:LI:LEVEL:Debt securities excluding gilts: CP NSA,JJ7G,,,PUSF,,PUSF - Other,49459000.0,
1973,Central Government:LI:LEVEL:Loans: CP NSA,NIJU,,,PUSF,,PUSF - Other,49459000.0,
1973,Central government (S.1311): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NMFJ,-453.0,m,PUSF,£,Fiscal Position,49459000.0,-9.159101477991872
1973,Central government finance: official reserves: Asset Flow: CP NSA: £m,AIPA,,,PUSF,,Balance Sheet,49459000.0,
1973,Consumption of fixed capital for public corporations,NSRM,1910.0,,PUSF,,PUSF - Other,49459000.0,
1973,ESA95:DIM PC F.33211 accr adj,NCXS,0.0,,PUSF,,PUSF - Other,49459000.0,
1973,ESA95:DIM: LA F.33211 accr adj,NCBV,0.0,,PUSF,,PUSF - Other,49459000.0,
1973,"ESA: CG: LI: FLOW: F.33111, Sterling treasury bills",NAVG,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Government foreign currency debt,AACL,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Government liabilities under ECS,AACI,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: National Savings,AACE,,M,PUSF,£,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Northern Ireland central govt debt,AACH,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Notes and coin: Coin,EYMW,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Other government overseas financing,AACM,,,PUSF,,Transactions,49459000.0,
1973,FA: CG: Liabs: Flows: Tax instruments,AACF,,,PUSF,,Tax Receipts,49459000.0,
1973,FA: LA: Asset: Level: British government securities,APEI,24.0,,PUSF,,Balance Sheet,49459000.0,
1973,Financial Level: GG Consolidated: British government securities: £m CP NSA,JM9V,,,PUSF,,PUSF - Other,49459000.0,
1973,Financial Level: GG Consolidated: Debt securities (excl gilts) and loans: £m CP NSA,JMB9,,,PUSF,,PUSF - Other,49459000.0,
1973,Financial Level: GG Consolidated: F2 Liabilities,GTK4,,,PUSF,,PUSF - Other,49459000.0,
1973,Financial Level: GG Consolidated: F3 Liabilities (excluding gilts),JJ7D,,,PUSF,,PUSF - Other,49459000.0,
1973,Financial Level: GG Consolidated: F4 Liabilities,GTK7,,,PUSF,,PUSF - Other,49459000.0,
1973,Financial Level: GG Consolidation: F29 LG Deposits with CG,GTI9,,,PUSF,,PUSF - Other,49459000.0,
