cause,icd_version,cause_description,level1_code,level1_name
181,ICD-3 (1921-1930),Accidental absorption of irrespirable or poisonous gas,injury_accidental,Injury and Accidental Harm
182,ICD-3 (1921-1930),Accidental drowning,injury_accidental,Injury and Accidental Harm
183,ICD-3 (1921-1930),Accidental injury by firearms,injury_accidental,Injury and Accidental Harm
184,ICD-3 (1921-1930),Accidental injury by cutting or piercing instruments,injury_accidental,Injury and Accidental Harm
185,ICD-3 (1921-1930),Accidental injury by fall,injury_accidental,Injury and Accidental Harm
186,ICD-3 (1921-1930),Accidental injury in mining and quarrying,injury_accidental,Injury and Accidental Harm
187,ICD-3 (1921-1930),Accidental injury by machinery,injury_accidental,Injury and Accidental Harm
188,ICD-3 (1921-1930),"Accidental injury by other forms of crushing (road vehicles, etc)",injury_accidental,Injury and Accidental Harm
189,ICD-3 (1921-1930),Injury by animals (poisoning by venomous animals excepted),injury_accidental,Injury and Accidental Harm
190,ICD-3 (1921-1930),Wounds of war,violence_conflict,Violence and Conflict
191,ICD-3 (1921-1930),Execution of civilians by belligerent armies,violence_conflict,Violence and Conflict
192,ICD-3 (1921-1930),Hunger or thirst,respiratory_environmental,Respiratory and Environmental Disease
193,ICD-3 (1921-1930),Excessive cold,respiratory_environmental,Respiratory and Environmental Disease
194,ICD-3 (1921-1930),Excessive heat,respiratory_environmental,Respiratory and Environmental Disease
195,ICD-3 (1921-1930),Lightning,injury_accidental,Injury and Accidental Harm
196,ICD-3 (1921-1930),Electricity (lightning excepted),injury_accidental,Injury and Accidental Harm
197,ICD-3 (1921-1930),Homicide by firearms,violence_conflict,Violence and Conflict
198,ICD-3 (1921-1930),Homicide by cutting or piercing instruments,violence_conflict,Violence and Conflict
199,ICD-3 (1921-1930),Homicide by other means,violence_conflict,Violence and Conflict
201,ICD-3 (1921-1930),Fracture (cause not specified),ill_defined_other,Ill-defined / Other
202,ICD-3 (1921-1930),Other and unstated forms of accidental violence; Execution,violence_conflict,Violence and Conflict
203,ICD-3 (1921-1930),"Violent deaths of unstated nature (i.e.accidental, suicidal,etc.) and cause",self_harm_substance,Self-Harm and Substance Use
204,ICD-3 (1921-1930),Sudden death,later_life,Later-Life Mortality
205(1),ICD-3 (1921-1930),Heart failure (age 1-70),chronic_ncd,Chronic Non-Communicable Diseases
205(2),ICD-3 (1921-1930),Other ill-defined causes,ill_defined_other,Ill-defined / Other
205(3),ICD-3 (1921-1930),Cause not specified,ill_defined_other,Ill-defined / Other
1.0,ICD-4 (1931-1939),Typhoid fever,,
10.0,ICD-4 (1931-1939),Diphtheria,,
100(1),ICD-4 (1931-1939),Varix,,
100(2),ICD-4 (1931-1939),Other diseases of the veins,,
101.0,ICD-4 (1931-1939),"Diseases of the lymphatic system (lymphangitis,etc.)",,
102.0,ICD-4 (1931-1939),Abnormalities of blood pressure,,
103.0,ICD-4 (1931-1939),Other diseases of the circulatory system,,
104(1),ICD-4 (1931-1939),Diseases of the nose,,
104(2),ICD-4 (1931-1939),Diseases of the accessory nasal sinuses,,
105(1),ICD-4 (1931-1939),Laryngismus stridulus,,
105(2),ICD-4 (1931-1939),Laryngitis,,
105(3),ICD-4 (1931-1939),Other diseases of the larynx,,
106a,ICD-4 (1931-1939),Acute bronchitis,,
106b,ICD-4 (1931-1939),Chronic bronchitis,,
106c,ICD-4 (1931-1939),"Bronchitis, not distinguished as acute or chronic",,
107.0,ICD-4 (1931-1939),Broncho-pneumonia,,
108.0,ICD-4 (1931-1939),Lobar pneumonia,,
109.0,ICD-4 (1931-1939),Pneumonia (not otherwise defined),,
110(1),ICD-4 (1931-1939),Empyema,,
110(2),ICD-4 (1931-1939),Other pleurisy,,
111(1),ICD-4 (1931-1939),Hypostatic congestion of lungs,,
111(2),ICD-4 (1931-1939),"Other congestion and haemorrhagic infarct of lung, etc.",,
112.0,ICD-4 (1931-1939),Asthma,,
113.0,ICD-4 (1931-1939),Pulmonary emphysema,,
114a,ICD-4 (1931-1939),"Chronic interstitial pneumonia, incl. occ. diseases of the lung",,
114b(1),ICD-4 (1931-1939),Gangrene of the lung,,
114b(2),ICD-4 (1931-1939),Other diseases of the respiratory system,,
115(1),ICD-4 (1931-1939),Diseases of the teeth and gums,,
115(2),ICD-4 (1931-1939),Ludwigs angina,,
115(3),ICD-4 (1931-1939),Diseases of the tonsils,,
115(4),ICD-4 (1931-1939),"Other diseases of the buccal cavity, pharynx, etc",,
116.0,ICD-4 (1931-1939),Diseases of the oesophagus,,
117a,ICD-4 (1931-1939),Ulcer of the stomach,,
117b,ICD-4 (1931-1939),Ulcer of the duodenum,,
118(1),ICD-4 (1931-1939),Inflammation of the stomach,,
118(2),ICD-4 (1931-1939),Other diseases of the stomach,,
"119,120a(1)",ICD-4 (1931-1939),Colitis,,
"119,120a(2)",ICD-4 (1931-1939),Other diarrhoea and enteritis,,
"119,120b",ICD-4 (1931-1939),Ulceration of intestine,,
11a(1),ICD-4 (1931-1939),"Influenza with respiratory complications, with pneumonic complications",,
11a(2),ICD-4 (1931-1939),"Influenza with respiratory complications, with other respiratory complications",,
11b(1),ICD-4 (1931-1939),"Influenza without respiratory complications, with non-respiratory complications",,
11b(2),ICD-4 (1931-1939),"Influenza without respiratory complications, without stated complications",,
121.0,ICD-4 (1931-1939),Appendicitis,,
122a(1),ICD-4 (1931-1939),Strangulated hernia,,
122a(2),ICD-4 (1931-1939),Hernia not returned as strangulated,,
122b,ICD-4 (1931-1939),Intestinal obstruction,,
123(1),ICD-4 (1931-1939),"Constipation, Intestinal stasis",,
123(2),ICD-4 (1931-1939),Diverticulitis,,
123(3),ICD-4 (1931-1939),Other diseases of the intestines,,
124(a),ICD-4 (1931-1939),Cirrhosis of the liver returned as alcoholic,,
124b,ICD-4 (1931-1939),Cirrhosis of the liver not returned as alcoholic,,
125(1),ICD-4 (1931-1939),Acute yellow atrophy,,
125(2),ICD-4 (1931-1939),Other diseases of the liver,,
126(1),ICD-4 (1931-1939),Biliary calculi with cholecystitis,,
126(2),ICD-4 (1931-1939),Biliary calculi without mention of cholecystitis,,
127(1),ICD-4 (1931-1939),"Cholecystitis, without record of biliary calculi",,
127(2),ICD-4 (1931-1939),Other diseases of the gall bladder and ducts,,
128.0,ICD-4 (1931-1939),Diseases of the pancreas,,
129.0,ICD-4 (1931-1939),"Peritonitis, without stated cause",,
130.0,ICD-4 (1931-1939),Acute nephritis,,
131.0,ICD-4 (1931-1939),Chronic nephritis,,
132.0,ICD-4 (1931-1939),"Nephritis, not stated to be acute or chronic",,
133a,ICD-4 (1931-1939),Pyelitis,,
133b,ICD-4 (1931-1939),Other diseases of the kidney and annexa,,
134a,ICD-4 (1931-1939),Calculi of kidney and ureter,,
134b,ICD-4 (1931-1939),Calculi of the bladder,,
134c,ICD-4 (1931-1939),Calculi of unstated site,,
135a,ICD-4 (1931-1939),Cystitis,,
135b,ICD-4 (1931-1939),Other diseases of the bladder,,
136a,ICD-4 (1931-1939),Stricture of the urethra,,
136b,ICD-4 (1931-1939),"Other diseases of the urethra, etc.",,
137.0,ICD-4 (1931-1939),Diseases of the prostate,,
138.0,ICD-4 (1931-1939),Diseases of the male genital organs,,
139a(1),ICD-4 (1931-1939),Diseases of the ovary,,
139a(2),ICD-4 (1931-1939),Diseases of the fallopian tubes,,
139a(3),ICD-4 (1931-1939),Diseases of the parametrium,,
139b,ICD-4 (1931-1939),Diseases of the uterus,,
139c,ICD-4 (1931-1939),Diseases of the breasts,,
139d,ICD-4 (1931-1939),Other diseases of the female genital organs,,
13a,ICD-4 (1931-1939),Amoebic dysentery,,
13b,ICD-4 (1931-1939),Bacillary dysentery,,
13c,ICD-4 (1931-1939),Other or unspecified dysentery,,
140.0,ICD-4 (1931-1939),Post-abortive sepsis,,
141(1),ICD-4 (1931-1939),Haemorrhage following abortion,,
141(2),ICD-4 (1931-1939),Abortion without record of haemorrhage,,
142.0,ICD-4 (1931-1939),Ectopic gestation,,
143.0,ICD-4 (1931-1939),Other accidents of pregnancy,,
144a,ICD-4 (1931-1939),Placenta praevia,,
144b,ICD-4 (1931-1939),Other puerperal haemorrhage,,
145a,ICD-4 (1931-1939),Puerperal septicaemia and pyaemia not returned as post-abortion,,
145b,ICD-4 (1931-1939),Puerperal tetanus not returned as post-abortion,,
146.0,ICD-4 (1931-1939),Puerperal albuminuria and convulsions,,
147.0,ICD-4 (1931-1939),Other toxaemias of pregnancy,,
148a,ICD-4 (1931-1939),Puerperal phlegmasia alba dolens not returned as septic,,
148b,ICD-4 (1931-1939),Puerperal embolism and sudden death,,
149.0,ICD-4 (1931-1939),Other accidents of childbirth,,
15.0,ICD-4 (1931-1939),Erysipelas,,
150(1),ICD-4 (1931-1939),Puerperal insanity,,
150(2),ICD-4 (1931-1939),Puerperal diseases of the breasts,,
150(3),ICD-4 (1931-1939),Childbirth (unqualified),,
151.0,ICD-4 (1931-1939),"Carbuncle, boil",,
152(1),ICD-4 (1931-1939),Cellulitis,,
152(2),ICD-4 (1931-1939),Acute abscess,,
153.0,ICD-4 (1931-1939),Other diseases of the skin and its annexa,,
154.0,ICD-4 (1931-1939),Acute infective osteomyelitis and periostitis,,
155.0,ICD-4 (1931-1939),Other diseases of the bones,,
156a,ICD-4 (1931-1939),Diseases of the joints,,
156b,ICD-4 (1931-1939),Diseases of other organs of locomotion,,
157a,ICD-4 (1931-1939),Congenital hydrocephalus,,
157b,ICD-4 (1931-1939),Spina bifida and meningocele,,
157c,ICD-4 (1931-1939),Congenital malformation of heart,,
157d,ICD-4 (1931-1939),Monstrosities,,
157e(1),ICD-4 (1931-1939),Congenital pyloric stenosis,,
157e(2),ICD-4 (1931-1939),"Cleft palate, harelip",,
157e(3),ICD-4 (1931-1939),Imperforate anus,,
157e(4),ICD-4 (1931-1939),Other stated congenital malformations,,
157e(5),ICD-4 (1931-1939),"Congenital malformation, unspecified",,
158.0,ICD-4 (1931-1939),Congenital debility,,
159.0,ICD-4 (1931-1939),Premature birth,,
16(1),ICD-4 (1931-1939),Acute poliomyelitis,,
16(2),ICD-4 (1931-1939),Acute polioencephalitis,,
160a,ICD-4 (1931-1939),Injury at birth with mention of Caesarean section,,
160b,ICD-4 (1931-1939),Injury at birth without mention of Caesarean section,,
161a,ICD-4 (1931-1939),Atelectasis,,
161b,ICD-4 (1931-1939),Icterus neonatorum,,
161c(1),ICD-4 (1931-1939),Diseases of the Umbilicus,,
161c(2),ICD-4 (1931-1939),Pemphigus neonatorum,,
161c(3),ICD-4 (1931-1939),Other diseases peculiar to early infancy,,
162a,ICD-4 (1931-1939),Senile dementia,,
162b,ICD-4 (1931-1939),Other forms of senile decay,,
163.0,ICD-4 (1931-1939),Suicide by solid or liquid poisons and corrosive substances,,
164.0,ICD-4 (1931-1939),Suicide by poisonous gas,,
165.0,ICD-4 (1931-1939),Suicide by hanging or strangulation,,
166.0,ICD-4 (1931-1939),Suicide by drowning,,
167.0,ICD-4 (1931-1939),Suicide by firearms,,
168.0,ICD-4 (1931-1939),Suicide by cutting or piercing instruments,,
169.0,ICD-4 (1931-1939),Suicide by jumping from high places,,
17.0,ICD-4 (1931-1939),Encephalitis lethargica,,
170.0,ICD-4 (1931-1939),Suicide by crushing,,
171.0,ICD-4 (1931-1939),Suicide by other means,,
173.0,ICD-4 (1931-1939),Homicide by firearms,,
174.0,ICD-4 (1931-1939),Homicide by cutting or piercing instruments,,
175.0,ICD-4 (1931-1939),Homicide by other means,,
176.0,ICD-4 (1931-1939),Attack by venomous animals,,
177.0,ICD-4 (1931-1939),Food poisoning,,
178.0,ICD-4 (1931-1939),Accidental absorption of irrespirable or poisonous gas,,
179.0,ICD-4 (1931-1939),Other acute accidental poisoning (not by gas),,
18.0,ICD-4 (1931-1939),Cerebro-spinal fever,,
180.0,ICD-4 (1931-1939),Conflagration,,
181.0,ICD-4 (1931-1939),Accidental burns (conflagration excepted),,
182.0,ICD-4 (1931-1939),Accidental mechanical suffocation,,
183.0,ICD-4 (1931-1939),Accidental drowning,,
184.0,ICD-4 (1931-1939),Accidental injury by firearms,,
185.0,ICD-4 (1931-1939),Accidental injury by cutting or piercing instruments,,
186.0,ICD-4 (1931-1939),"Accidental injury by fall, crushing, etc.",,
187.0,ICD-4 (1931-1939),Cataclysm,,
188.0,ICD-4 (1931-1939),Injury by animals (poisoning by venomous animals excepted),,
189.0,ICD-4 (1931-1939),Hunger or thirst,,
19.0,ICD-4 (1931-1939),Glanders,,
190.0,ICD-4 (1931-1939),Excessive cold,,
191.0,ICD-4 (1931-1939),Excessive heat,,
192.0,ICD-4 (1931-1939),Lightning,,
193.0,ICD-4 (1931-1939),Electricity (lightning excepted),,
194(1),ICD-4 (1931-1939),Inattention at birth,,
194(2),ICD-4 (1931-1939),Other  and unstated forms of accidental violence,,
195.0,ICD-4 (1931-1939),Violent deaths of unstated nature,,
196.0,ICD-4 (1931-1939),Wounds of war,,
198.0,ICD-4 (1931-1939),Execution,,
199.0,ICD-4 (1931-1939),Sudden death,,
2.0,ICD-4 (1931-1939),Paratyphoid fevers,,
20.0,ICD-4 (1931-1939),Anthrax,,
200(1),ICD-4 (1931-1939),Heart failure,,
200(2),ICD-4 (1931-1939),Other ill-defined causes,,
200(3),ICD-4 (1931-1939),Cause not specified,,
22.0,ICD-4 (1931-1939),Tetanus,,
23.0,ICD-4 (1931-1939),Tuberculosis of the respiratory system,,
24.0,ICD-4 (1931-1939),Tuberculosis of the central nervous system,,
25.0,ICD-4 (1931-1939),Tuberculosis of the intestines and peritoneum,,
26.0,ICD-4 (1931-1939),Tuberculosis of the vertebral column,,
27.0,ICD-4 (1931-1939),Tuberculosis of the other bones and joints,,
28.0,ICD-4 (1931-1939),Tuberculosis of the skin and subcutaneous tissues,,
29.0,ICD-4 (1931-1939),Tb. of the lymphatic system (abdominal and bronchial glands excepted),,
30.0,ICD-4 (1931-1939),Tuberculosis of the genito-urinary system,,
31(1),ICD-4 (1931-1939),Tuberculosis of the adrenals,,
31(2),ICD-4 (1931-1939),Tuberculosis of other sites,,
32a,ICD-4 (1931-1939),Acute disseminated tuberculosis,,
32b,ICD-4 (1931-1939),Chronic disseminated tuberculosis,,
32c,ICD-4 (1931-1939),Disseminated tuberculosis not distinguished as acute or chronic,,
33.0,ICD-4 (1931-1939),Leprosy,,
34a,ICD-4 (1931-1939),Congenital syphilis,,
"34b,c",ICD-4 (1931-1939),Acquired or unspecified syphilis,,
35(1),ICD-4 (1931-1939),Gonorrhoeal or purulent ophthalmia,,
35(2),ICD-4 (1931-1939),Other venereal diseases,,
36a,ICD-4 (1931-1939),Septicaemia,,
36b,ICD-4 (1931-1939),Pyaemia,,
36c,ICD-4 (1931-1939),Gas gangrene,,
38.0,ICD-4 (1931-1939),Malaria,,
39.0,ICD-4 (1931-1939),Other diseases due to protozoa,,
4.0,ICD-4 (1931-1939),Relapsing fever (Spirillum obermeieri),,
41a,ICD-4 (1931-1939),Hyatid cysts of liver,,
41b,ICD-4 (1931-1939),Hyatid cysts of other organs,,
42.0,ICD-4 (1931-1939),Other diseases due to helminths,,
43(1),ICD-4 (1931-1939),Actinomycosis,,
43(2),ICD-4 (1931-1939),Other mycoses,,
44(1),ICD-4 (1931-1939),Vaccinia,,
44(2),ICD-4 (1931-1939),Other sequelae of vaccination,,
44(3),ICD-4 (1931-1939),German measles,,
44(4),ICD-4 (1931-1939),Varicella,,
44(5),ICD-4 (1931-1939),Mumps,,
44(6),ICD-4 (1931-1939),Pink disease,,
44(7),ICD-4 (1931-1939),Other infectious or parasitic diseases,,
45.0,ICD-4 (1931-1939),Cancer of the buccal cavity and pharynx,,
46.0,ICD-4 (1931-1939),Cancer of the digestive organs and peritoneum,,
47.0,ICD-4 (1931-1939),Cancer of the respiratory organs,,
48.0,ICD-4 (1931-1939),Cancer of the uterus,,
49.0,ICD-4 (1931-1939),Cancer of the other female genital organs,,
5.0,ICD-4 (1931-1939),Undulant fever,,
50.0,ICD-4 (1931-1939),Cancer of the breast,,
51.0,ICD-4 (1931-1939),Cancer of the male genito-urinary organs,,
52.0,ICD-4 (1931-1939),Cancer of the skin,,
53.0,ICD-4 (1931-1939),Cancer of the other or unspecified organs,,
54a,ICD-4 (1931-1939),Non-malignant tumours of the female genital organs,,
54b,ICD-4 (1931-1939),Nom-malignant tumours of the other sites,,
55a,ICD-4 (1931-1939),Tumours of undetermined nature of the female genital organs,,
55b,ICD-4 (1931-1939),Tumours of undetermined nature of other sites,,
56.0,ICD-4 (1931-1939),Rheumatic fever,,
57(1),ICD-4 (1931-1939),Chronic rheumatism,,
57(2),ICD-4 (1931-1939),"Rheumatoid arthritis, Osteo-arthritis",,
58.0,ICD-4 (1931-1939),Gout,,
59.0,ICD-4 (1931-1939),Diabetes,,
6.0,ICD-4 (1931-1939),Small-pox,,
60.0,ICD-4 (1931-1939),Scurvy,,
61.0,ICD-4 (1931-1939),Beri-beri,,
62.0,ICD-4 (1931-1939),Pelagra,,
63(1),ICD-4 (1931-1939),Rickets,,
63(2),ICD-4 (1931-1939),Spinal curvatures of undetermined nature,,
64.0,ICD-4 (1931-1939),Osteomalacia,,
65(1),ICD-4 (1931-1939),Infantilism,,
65(2),ICD-4 (1931-1939),Other diseases of the pituitary gland,,
66a,ICD-4 (1931-1939),Simple goitre,,
66b,ICD-4 (1931-1939),Exophthalmic goitre,,
66c,ICD-4 (1931-1939),"Myxoedema, Cretinism",,
66d,ICD-4 (1931-1939),Tetany,,
66e,ICD-4 (1931-1939),Other diseases of the thyroid and parathyroid glands,,
67.0,ICD-4 (1931-1939),Diseases of the thymus,,
68.0,ICD-4 (1931-1939),Diseases of the adrenals,,
69(1),ICD-4 (1931-1939),Amyloid disease of unstated origin,,
69(2),ICD-4 (1931-1939),Other general diseases,,
7.0,ICD-4 (1931-1939),Measles,,
70a,ICD-4 (1931-1939),Purpura,,
70b,ICD-4 (1931-1939),Haemophilia,,
71a,ICD-4 (1931-1939),Pernicious anaemia,,
71b(1),ICD-4 (1931-1939),Splenic anaemia,,
71b(2),ICD-4 (1931-1939),Other anaemias and chlorosis,,
72a,ICD-4 (1931-1939),Leukaemia,,
72b(1),ICD-4 (1931-1939),Aleukaemia (lymphadenoma),,
72b(2),ICD-4 (1931-1939),Aleukaemia (agranulocytosis),,
73(1),ICD-4 (1931-1939),Banti's disease,,
73(2),ICD-4 (1931-1939),Other diseases of the spleen,,
74.0,ICD-4 (1931-1939),Other diseases of the blood and blood forming organs,,
75.0,ICD-4 (1931-1939),Alcoholism (acute or chronic),,
76.0,ICD-4 (1931-1939),Chronic poisoning by other organic substances,,
77(1),ICD-4 (1931-1939),Occupational lead poisoning,,
77(2),ICD-4 (1931-1939),Other chronic poisoning by mineral substances,,
78a,ICD-4 (1931-1939),Cerebral abscess,,
78b,ICD-4 (1931-1939),Other encephalitis,,
79.0,ICD-4 (1931-1939),Meningitis,,
8.0,ICD-4 (1931-1939),Scarlet fever,,
80.0,ICD-4 (1931-1939),Tabes dorsalis (locomotor ataxy),,
81(1),ICD-4 (1931-1939),Progressive muscular atrophy,,
81(2),ICD-4 (1931-1939),Sub-acute combined sclerosis,,
81(3),ICD-4 (1931-1939),Myelitis of unstated origin,,
81(4),ICD-4 (1931-1939),Other diseases of the spinal cord,,
82a(1),ICD-4 (1931-1939),Cerebral haemorrhage so returned,,
82a(2),ICD-4 (1931-1939),Apoplexy (lesion unstated),,
82b(1),ICD-4 (1931-1939),Cerebral embolism,,
82b(2),ICD-4 (1931-1939),Cerebral thrombosis,,
82b(3),ICD-4 (1931-1939),Cerebral softening,,
82c(1),ICD-4 (1931-1939),Hemiplegia,,
82c(2),ICD-4 (1931-1939),Other paralyses of unstated origin,,
83.0,ICD-4 (1931-1939),General paralysis of the insane,,
84a,ICD-4 (1931-1939),Dementia praecox,,
84b,ICD-4 (1931-1939),Other forms of insanity,,
85.0,ICD-4 (1931-1939),Epilepsy,,
86.0,ICD-4 (1931-1939),Infantile convulsions (age under 5),,
87a,ICD-4 (1931-1939),Chorea,,
87b,ICD-4 (1931-1939),"Neuritis, neuralgia",,
87c,ICD-4 (1931-1939),Paralysis agitans,,
87d,ICD-4 (1931-1939),Disseminated sclerosis,,
87e,ICD-4 (1931-1939),Other diseases of the nervous system,,
88.0,ICD-4 (1931-1939),Diseases of the eye and annexa,,
89a,ICD-4 (1931-1939),"Otitis, and other diseases of the middle ear",,
89b,ICD-4 (1931-1939),Diseases of the mastoid sinus,,
9.0,ICD-4 (1931-1939),Whooping cough,,
90.0,ICD-4 (1931-1939),Pericarditis,,
91(1),ICD-4 (1931-1939),Malignant endocarditis,,
91(2),ICD-4 (1931-1939),Other acute endocarditis,,
92(1),ICD-4 (1931-1939),Aortic valve disease,,
92(2),ICD-4 (1931-1939),Mitral valve disease,,
92(3),ICD-4 (1931-1939),Aortic and mitral valve disease,,
92(4),ICD-4 (1931-1939),"Endocarditis, not returned as acute or chronic",,
92(5),ICD-4 (1931-1939),Other or unspecified valve disease,,
93a,ICD-4 (1931-1939),Acute myocarditis,,
93b(1),ICD-4 (1931-1939),Fatty heart,,
93b(2),ICD-4 (1931-1939),Cardio-vascular degeneration,,
93b(3),ICD-4 (1931-1939),Other myocardial degeneration,,
93c,ICD-4 (1931-1939),"Myocarditis, not returned as acute or chronic",,
94.0,ICD-4 (1931-1939),"Diseases of the coronary arteries, Angina pectoris",,
95a,ICD-4 (1931-1939),Disordered action of heart,,
95b(1),ICD-4 (1931-1939),Dilation of heart (cause unspecified),,
95b(2),ICD-4 (1931-1939),Heart disease (undefined),,
96.0,ICD-4 (1931-1939),Aneurysm,,
97(1),ICD-4 (1931-1939),"Arterio-sclerosis, with cerebral haemorrhage",,
97(2),ICD-4 (1931-1939),Arterio-sclerosis with record of other cerebral vascular lesion,,
97(3),ICD-4 (1931-1939),Arterio-sclerosis without record of cerebral vascular lesion,,
98a,ICD-4 (1931-1939),Senile gangrene,,
98b,ICD-4 (1931-1939),Other gangrene,,
99.0,ICD-4 (1931-1939),Other diseases of the arteries,,
